class,probability,count
5184,2.5291612289700243e-05,10
5185,1.7704128602790172e-05,7
5186,2.7820773518670267e-05,11
5187,4.552490212146044e-05,18
5188,1.5174967373820147e-05,6
5189,2.0233289831760196e-05,8
5190,1.5174967373820147e-05,6
5191,1.7704128602790172e-05,7
5192,9.35789654718909e-05,37
5193,1.7704128602790172e-05,7
5194,2.5291612289700245e-06,1
5195,3.5408257205580345e-05,14
5196,1.7704128602790172e-05,7
5197,2.5291612289700243e-05,10
5198,7.587483686910074e-05,30
5199,1.0116644915880098e-05,4
5200,4.2995740892490416e-05,17
5201,4.046657966352039e-05,16
5202,1.5174967373820147e-05,6
5203,4.046657966352039e-05,16
5204,3.0349934747640294e-05,12
5205,4.805406335043046e-05,19
5206,2.7820773518670267e-05,11
5207,5.5641547037340534e-05,22
5208,1.2645806144850122e-05,5
5209,7.587483686910074e-05,30
5210,1.7704128602790172e-05,7
5211,7.081651441116069e-05,28
5212,2.5291612289700243e-05,10
5213,5.817070826631056e-05,23
5214,4.552490212146044e-05,18
5215,1.5174967373820147e-05,6
5216,3.793741843455037e-05,15
5217,7.081651441116069e-05,28
5218,1.5174967373820147e-05,6
5219,1.7704128602790172e-05,7
5220,5.0583224579400486e-05,20
5221,6.32290307242506e-05,25
5222,3.5408257205580345e-05,14
5223,6.069986949528059e-05,24
5224,1.5174967373820147e-05,6
5225,5.5641547037340534e-05,22
5226,2.5291612289700243e-05,10
5227,1.0116644915880098e-05,4
5228,3.0349934747640294e-05,12
5229,3.0349934747640294e-05,12
5230,5.0583224579400486e-05,20
5231,2.5291612289700243e-05,10
5232,5.058322457940049e-06,2
5233,3.0349934747640294e-05,12
5234,4.805406335043046e-05,19
5235,3.2879095976610314e-05,13
5236,7.587483686910074e-05,30
5237,6.32290307242506e-05,25
5238,1.0116644915880098e-05,4
5239,4.046657966352039e-05,16
5240,2.276245106073022e-05,9
5241,2.5291612289700245e-06,1
5242,3.0349934747640294e-05,12
5243,2.276245106073022e-05,9
5244,5.0583224579400486e-05,20
5245,5.817070826631056e-05,23
5246,1.5174967373820147e-05,6
5247,4.552490212146044e-05,18
5248,1.7704128602790172e-05,7
5249,5.311238580837051e-05,21
5250,3.793741843455037e-05,15
5251,2.5291612289700245e-06,1
5252,1.5174967373820147e-05,6
5253,4.2995740892490416e-05,17
5254,2.0233289831760196e-05,8
5255,3.2879095976610314e-05,13
5256,2.276245106073022e-05,9
5257,3.5408257205580345e-05,14
5258,1.7704128602790172e-05,7
5259,4.805406335043046e-05,19
5260,3.793741843455037e-05,15
5261,2.0233289831760196e-05,8
5262,5.0583224579400486e-05,20
5263,3.0349934747640294e-05,12
5264,4.552490212146044e-05,18
5265,7.5874836869100735e-06,3
5266,2.276245106073022e-05,9
5267,4.552490212146044e-05,18
5268,7.5874836869100735e-06,3
5269,2.276245106073022e-05,9
5270,4.805406335043046e-05,19
5271,3.5408257205580345e-05,14
5272,3.5408257205580345e-05,14
5273,4.805406335043046e-05,19
5274,1.2645806144850122e-05,5
5275,1.0116644915880098e-05,4
5276,6.828735318219065e-05,27
5277,5.0583224579400486e-05,20
5278,1.7704128602790172e-05,7
5279,1.2645806144850122e-05,5
5280,5.311238580837051e-05,21
5281,5.0583224579400486e-05,20
5282,1.5174967373820147e-05,6
5283,4.2995740892490416e-05,17
5284,5.0583224579400486e-05,20
5285,4.2995740892490416e-05,17
5286,1.2645806144850122e-05,5
5287,2.5291612289700243e-05,10
5288,4.552490212146044e-05,18
5289,5.311238580837051e-05,21
5290,1.0116644915880098e-05,4
5291,4.046657966352039e-05,16
5292,3.2879095976610314e-05,13
5293,4.2995740892490416e-05,17
5294,5.0583224579400486e-05,20
5295,3.5408257205580345e-05,14
5296,4.046657966352039e-05,16
5297,3.5408257205580345e-05,14
5298,1.7704128602790172e-05,7
5299,5.817070826631056e-05,23
5300,1.5174967373820147e-05,6
5301,1.7704128602790172e-05,7
5302,6.32290307242506e-05,25
5303,2.5291612289700243e-05,10
5304,1.7704128602790172e-05,7
5305,4.2995740892490416e-05,17
5306,3.793741843455037e-05,15
5307,1.5174967373820147e-05,6
5308,5.0583224579400486e-05,20
5309,1.0116644915880098e-05,4
5310,2.0233289831760196e-05,8
5311,4.552490212146044e-05,18
5312,2.0233289831760196e-05,8
5313,5.5641547037340534e-05,22
5314,3.2879095976610314e-05,13
5315,1.7704128602790172e-05,7
5316,1.2645806144850122e-05,5
5317,2.0233289831760196e-05,8
5318,4.046657966352039e-05,16
5319,5.5641547037340534e-05,22
5320,3.2879095976610314e-05,13
5321,3.793741843455037e-05,15
5322,5.311238580837051e-05,21
5323,5.817070826631056e-05,23
5324,1.7704128602790172e-05,7
5325,1.7704128602790172e-05,7
5326,2.276245106073022e-05,9
5327,4.046657966352039e-05,16
5328,2.0233289831760196e-05,8
5329,3.793741843455037e-05,15
5330,1.7704128602790172e-05,7
5331,5.058322457940049e-06,2
5332,5.058322457940049e-06,2
5333,3.0349934747640294e-05,12
5334,3.793741843455037e-05,15
5335,7.840399809807076e-05,31
5336,4.2995740892490416e-05,17
5337,1.2645806144850122e-05,5
5338,2.7820773518670267e-05,11
5339,2.0233289831760196e-05,8
5340,2.0233289831760196e-05,8
5341,7.5874836869100735e-06,3
5342,1.7704128602790172e-05,7
5343,3.2879095976610314e-05,13
5344,3.793741843455037e-05,15
5345,5.0583224579400486e-05,20
5346,3.0349934747640294e-05,12
5347,3.0349934747640294e-05,12
5348,2.5291612289700243e-05,10
5349,3.5408257205580345e-05,14
5350,2.5291612289700243e-05,10
5351,7.081651441116069e-05,28
5352,1.5174967373820147e-05,6
5353,2.7820773518670267e-05,11
5354,4.046657966352039e-05,16
5355,1.5174967373820147e-05,6
5356,6.575819195322063e-05,26
5357,7.5874836869100735e-06,3
5358,2.276245106073022e-05,9
5359,3.5408257205580345e-05,14
5360,7.5874836869100735e-06,3
5361,5.817070826631056e-05,23
5362,1.7704128602790172e-05,7
5363,1.0116644915880098e-05,4
5364,1.7704128602790172e-05,7
5365,4.552490212146044e-05,18
5366,2.276245106073022e-05,9
5367,2.276245106073022e-05,9
5368,1.5174967373820147e-05,6
5369,1.0116644915880098e-05,4
5370,6.575819195322063e-05,26
5371,7.5874836869100735e-06,3
5372,5.0583224579400486e-05,20
5373,1.2645806144850122e-05,5
5374,1.7704128602790172e-05,7
5375,1.5174967373820147e-05,6
5376,5.5641547037340534e-05,22
5377,1.0116644915880098e-05,4
5378,4.552490212146044e-05,18
5379,3.793741843455037e-05,15
5380,4.046657966352039e-05,16
5381,3.0349934747640294e-05,12
5382,1.7704128602790172e-05,7
5383,4.552490212146044e-05,18
5384,6.828735318219065e-05,27
5385,1.0116644915880098e-05,4
5386,1.2645806144850122e-05,5
5387,7.5874836869100735e-06,3
5388,3.0349934747640294e-05,12
5389,2.5291612289700245e-06,1
5390,1.0116644915880098e-05,4
5391,1.5174967373820147e-05,6
5392,2.0233289831760196e-05,8
5393,5.311238580837051e-05,21
5394,2.7820773518670267e-05,11
5395,2.276245106073022e-05,9
5396,4.552490212146044e-05,18
5397,5.5641547037340534e-05,22
5398,8.852064301395085e-05,35
5399,1.7704128602790172e-05,7
5400,7.5874836869100735e-06,3
5401,3.0349934747640294e-05,12
5402,4.552490212146044e-05,18
5403,2.0233289831760196e-05,8
5404,4.552490212146044e-05,18
5405,3.5408257205580345e-05,14
5406,2.0233289831760196e-05,8
5407,2.5291612289700243e-05,10
5408,4.046657966352039e-05,16
5409,2.7820773518670267e-05,11
5410,4.552490212146044e-05,18
5411,7.5874836869100735e-06,3
5412,5.0583224579400486e-05,20
5413,1.2645806144850122e-05,5
5414,2.276245106073022e-05,9
5415,3.793741843455037e-05,15
5416,1.7704128602790172e-05,7
5417,6.32290307242506e-05,25
5418,5.0583224579400486e-05,20
5419,3.793741843455037e-05,15
5420,5.5641547037340534e-05,22
5421,1.0116644915880098e-05,4
5422,3.2879095976610314e-05,13
5423,4.552490212146044e-05,18
5424,7.5874836869100735e-06,3
5425,1.7704128602790172e-05,7
5426,1.2645806144850122e-05,5
5427,5.5641547037340534e-05,22
5428,3.2879095976610314e-05,13
5429,5.5641547037340534e-05,22
5430,3.5408257205580345e-05,14
5431,5.058322457940049e-06,2
5432,3.5408257205580345e-05,14
5433,2.7820773518670267e-05,11
5434,5.0583224579400486e-05,20
5435,3.793741843455037e-05,15
5436,2.0233289831760196e-05,8
5437,1.2645806144850122e-05,5
5438,2.5291612289700245e-06,1
5439,2.7820773518670267e-05,11
5440,3.5408257205580345e-05,14
5441,3.2879095976610314e-05,13
5442,2.7820773518670267e-05,11
5443,1.5174967373820147e-05,6
5444,5.058322457940049e-06,2
5445,5.0583224579400486e-05,20
5446,1.7704128602790172e-05,7
5447,4.2995740892490416e-05,17
5448,8.346232055601081e-05,33
5449,1.2645806144850122e-05,5
5450,5.5641547037340534e-05,22
5451,4.2995740892490416e-05,17
5452,3.5408257205580345e-05,14
5453,1.0116644915880098e-05,4
5454,8.346232055601081e-05,33
5455,2.5291612289700243e-05,10
5456,3.5408257205580345e-05,14
5457,2.0233289831760196e-05,8
5458,2.276245106073022e-05,9
5459,3.793741843455037e-05,15
5460,6.575819195322063e-05,26
5461,2.0233289831760196e-05,8
5462,3.5408257205580345e-05,14
5463,2.5291612289700243e-05,10
5464,1.5174967373820147e-05,6
5465,4.552490212146044e-05,18
5466,4.552490212146044e-05,18
5467,1.5174967373820147e-05,6
5468,5.058322457940049e-06,2
5469,2.5291612289700243e-05,10
5470,1.7704128602790172e-05,7
5471,6.828735318219065e-05,27
5472,2.276245106073022e-05,9
5473,3.2879095976610314e-05,13
5474,4.805406335043046e-05,19
5475,7.334567564013071e-05,29
5476,2.5291612289700243e-05,10
5477,1.7704128602790172e-05,7
5478,1.7704128602790172e-05,7
5479,5.0583224579400486e-05,20
5480,4.805406335043046e-05,19
5481,3.2879095976610314e-05,13
5482,2.276245106073022e-05,9
5483,4.805406335043046e-05,19
5484,6.32290307242506e-05,25
5485,4.046657966352039e-05,16
5486,6.32290307242506e-05,25
5487,5.5641547037340534e-05,22
5488,4.2995740892490416e-05,17
5489,1.2645806144850122e-05,5
5490,3.5408257205580345e-05,14
5491,1.5174967373820147e-05,6
5492,5.0583224579400486e-05,20
5493,1.2645806144850122e-05,5
5494,1.5174967373820147e-05,6
5495,7.5874836869100735e-06,3
5496,3.0349934747640294e-05,12
5497,7.5874836869100735e-06,3
5498,7.840399809807076e-05,31
5499,2.0233289831760196e-05,8
5500,3.5408257205580345e-05,14
5501,2.0233289831760196e-05,8
5502,2.7820773518670267e-05,11
5503,4.046657966352039e-05,16
5504,2.0233289831760196e-05,8
5505,1.2645806144850122e-05,5
5506,1.2645806144850122e-05,5
5507,5.311238580837051e-05,21
5508,3.2879095976610314e-05,13
5509,3.2879095976610314e-05,13
5510,3.5408257205580345e-05,14
5511,5.311238580837051e-05,21
5512,5.311238580837051e-05,21
5513,3.5408257205580345e-05,14
5514,5.058322457940049e-06,2
5515,2.7820773518670267e-05,11
5516,2.276245106073022e-05,9
5517,2.276245106073022e-05,9
5518,6.32290307242506e-05,25
5519,2.7820773518670267e-05,11
5520,1.2645806144850122e-05,5
5521,1.0116644915880098e-05,4
5522,3.793741843455037e-05,15
5523,5.817070826631056e-05,23
5524,5.5641547037340534e-05,22
5525,1.2645806144850122e-05,5
5526,2.7820773518670267e-05,11
5527,5.0583224579400486e-05,20
5528,4.552490212146044e-05,18
5529,4.046657966352039e-05,16
5530,7.5874836869100735e-06,3
5531,3.0349934747640294e-05,12
5532,7.5874836869100735e-06,3
5533,1.2645806144850122e-05,5
5534,1.0116644915880098e-05,4
5535,1.7704128602790172e-05,7
5536,5.0583224579400486e-05,20
5537,4.552490212146044e-05,18
5538,0.00011128309407468107,44
5539,3.793741843455037e-05,15
5540,4.046657966352039e-05,16
5541,2.7820773518670267e-05,11
5542,3.0349934747640294e-05,12
5543,7.840399809807076e-05,31
5544,5.0583224579400486e-05,20
5545,4.2995740892490416e-05,17
5546,5.817070826631056e-05,23
5547,1.0116644915880098e-05,4
5548,5.0583224579400486e-05,20
5549,7.334567564013071e-05,29
5550,7.5874836869100735e-06,3
5551,2.0233289831760196e-05,8
5552,7.5874836869100735e-06,3
5553,3.793741843455037e-05,15
5554,8.093315932704078e-05,32
5555,2.5291612289700243e-05,10
5556,3.793741843455037e-05,15
5557,3.0349934747640294e-05,12
5558,3.2879095976610314e-05,13
5559,5.311238580837051e-05,21
5560,5.0583224579400486e-05,20
5561,3.0349934747640294e-05,12
5562,2.7820773518670267e-05,11
5563,5.058322457940049e-06,2
5564,4.552490212146044e-05,18
5565,2.5291612289700245e-06,1
5566,4.552490212146044e-05,18
5567,3.0349934747640294e-05,12
5568,5.0583224579400486e-05,20
5569,2.7820773518670267e-05,11
5570,1.7704128602790172e-05,7
5571,2.7820773518670267e-05,11
5572,6.828735318219065e-05,27
5573,7.840399809807076e-05,31
5574,5.311238580837051e-05,21
5575,2.5291612289700245e-06,1
5576,1.2645806144850122e-05,5
5577,1.2645806144850122e-05,5
5578,2.7820773518670267e-05,11
5579,2.276245106073022e-05,9
5580,7.081651441116069e-05,28
5581,5.0583224579400486e-05,20
5582,2.276245106073022e-05,9
5583,1.0116644915880098e-05,4
5584,6.32290307242506e-05,25
5585,7.5874836869100735e-06,3
5586,1.0116644915880098e-05,4
5587,5.817070826631056e-05,23
5588,3.0349934747640294e-05,12
5589,2.7820773518670267e-05,11
5590,4.552490212146044e-05,18
5591,1.2645806144850122e-05,5
5592,3.0349934747640294e-05,12
5593,1.2645806144850122e-05,5
5594,2.0233289831760196e-05,8
5595,1.0116644915880098e-05,4
5596,2.276245106073022e-05,9
5597,2.5291612289700243e-05,10
5598,0.00011128309407468107,44
5599,3.0349934747640294e-05,12
5600,2.0233289831760196e-05,8
5601,4.046657966352039e-05,16
5602,2.5291612289700243e-05,10
5603,6.575819195322063e-05,26
5604,7.587483686910074e-05,30
5605,1.7704128602790172e-05,7
5606,7.5874836869100735e-06,3
5607,5.5641547037340534e-05,22
5608,2.5291612289700243e-05,10
5609,6.32290307242506e-05,25
5610,1.0116644915880098e-05,4
5611,3.0349934747640294e-05,12
5612,1.5174967373820147e-05,6
5613,2.0233289831760196e-05,8
5614,1.5174967373820147e-05,6
5615,5.817070826631056e-05,23
5616,7.5874836869100735e-06,3
5617,1.5174967373820147e-05,6
5618,3.5408257205580345e-05,14
5619,5.058322457940049e-06,2
5620,3.5408257205580345e-05,14
5621,2.7820773518670267e-05,11
5622,5.311238580837051e-05,21
5623,1.7704128602790172e-05,7
5624,1.5174967373820147e-05,6
5625,2.5291612289700243e-05,10
5626,4.046657966352039e-05,16
5627,2.5291612289700243e-05,10
5628,4.552490212146044e-05,18
5629,4.805406335043046e-05,19
5630,1.5174967373820147e-05,6
5631,2.7820773518670267e-05,11
5632,7.5874836869100735e-06,3
5633,4.552490212146044e-05,18
5634,5.817070826631056e-05,23
5635,4.552490212146044e-05,18
5636,7.5874836869100735e-06,3
5637,3.2879095976610314e-05,13
5638,3.2879095976610314e-05,13
5639,6.069986949528059e-05,24
5640,7.5874836869100735e-06,3
5641,4.552490212146044e-05,18
5642,2.0233289831760196e-05,8
5643,4.2995740892490416e-05,17
5644,1.7704128602790172e-05,7
5645,2.7820773518670267e-05,11
5646,3.5408257205580345e-05,14
5647,4.046657966352039e-05,16
5648,2.5291612289700243e-05,10
5649,3.2879095976610314e-05,13
5650,5.0583224579400486e-05,20
5651,7.5874836869100735e-06,3
5652,4.805406335043046e-05,19
5653,1.7704128602790172e-05,7
5654,2.276245106073022e-05,9
5655,4.046657966352039e-05,16
5656,5.311238580837051e-05,21
5657,2.5291612289700243e-05,10
5658,5.0583224579400486e-05,20
5659,3.2879095976610314e-05,13
5660,2.0233289831760196e-05,8
5661,2.7820773518670267e-05,11
5662,3.2879095976610314e-05,13
5663,3.0349934747640294e-05,12
5664,4.2995740892490416e-05,17
5665,2.0233289831760196e-05,8
5666,1.5174967373820147e-05,6
5667,2.7820773518670267e-05,11
5668,6.32290307242506e-05,25
5669,4.2995740892490416e-05,17
5670,2.5291612289700245e-06,1
5671,4.552490212146044e-05,18
5672,1.2645806144850122e-05,5
5673,3.5408257205580345e-05,14
5674,7.334567564013071e-05,29
5675,2.276245106073022e-05,9
5676,2.0233289831760196e-05,8
5677,8.599148178498083e-05,34
5678,1.5174967373820147e-05,6
5679,3.5408257205580345e-05,14
5680,1.2645806144850122e-05,5
5681,5.0583224579400486e-05,20
5682,9.104980424292088e-05,36
5683,3.5408257205580345e-05,14
5684,2.7820773518670267e-05,11
5685,3.2879095976610314e-05,13
5686,3.5408257205580345e-05,14
5687,1.2645806144850122e-05,5
5688,1.0116644915880098e-05,4
5689,1.5174967373820147e-05,6
5690,6.828735318219065e-05,27
5691,2.276245106073022e-05,9
5692,6.069986949528059e-05,24
5693,4.046657966352039e-05,16
5694,3.0349934747640294e-05,12
5695,3.2879095976610314e-05,13
5696,8.093315932704078e-05,32
5697,5.311238580837051e-05,21
5698,3.2879095976610314e-05,13
5699,4.2995740892490416e-05,17
5700,3.793741843455037e-05,15
5701,6.575819195322063e-05,26
5702,2.7820773518670267e-05,11
5703,6.828735318219065e-05,27
5704,6.575819195322063e-05,26
5705,4.046657966352039e-05,16
5706,6.069986949528059e-05,24
5707,3.2879095976610314e-05,13
5708,7.5874836869100735e-06,3
5709,3.5408257205580345e-05,14
5710,1.7704128602790172e-05,7
5711,4.552490212146044e-05,18
5712,5.058322457940049e-06,2
5713,2.276245106073022e-05,9
5714,2.7820773518670267e-05,11
5715,2.0233289831760196e-05,8
5716,6.32290307242506e-05,25
5717,1.7704128602790172e-05,7
5718,7.587483686910074e-05,30
5719,5.311238580837051e-05,21
5720,3.5408257205580345e-05,14
5721,3.5408257205580345e-05,14
5722,4.805406335043046e-05,19
5723,7.081651441116069e-05,28
5724,3.2879095976610314e-05,13
5725,3.0349934747640294e-05,12
5726,2.7820773518670267e-05,11
5727,3.5408257205580345e-05,14
5728,6.828735318219065e-05,27
5729,3.2879095976610314e-05,13
5730,2.0233289831760196e-05,8
5731,7.5874836869100735e-06,3
5732,4.046657966352039e-05,16
5733,2.5291612289700243e-05,10
5734,1.7704128602790172e-05,7
5735,3.0349934747640294e-05,12
5736,2.5291612289700243e-05,10
5737,3.793741843455037e-05,15
5738,4.046657966352039e-05,16
5739,4.2995740892490416e-05,17
5740,3.2879095976610314e-05,13
5741,2.5291612289700243e-05,10
5742,3.2879095976610314e-05,13
5743,2.0233289831760196e-05,8
5744,3.0349934747640294e-05,12
5745,1.2645806144850122e-05,5
5746,5.5641547037340534e-05,22
5747,1.2645806144850122e-05,5
5748,4.805406335043046e-05,19
5749,5.5641547037340534e-05,22
5750,4.552490212146044e-05,18
5751,2.0233289831760196e-05,8
5752,3.5408257205580345e-05,14
5753,3.5408257205580345e-05,14
5754,1.5174967373820147e-05,6
5755,6.828735318219065e-05,27
5756,1.2645806144850122e-05,5
5757,3.2879095976610314e-05,13
5758,2.276245106073022e-05,9
5759,2.7820773518670267e-05,11
5760,3.0349934747640294e-05,12
5761,3.5408257205580345e-05,14
5762,2.7820773518670267e-05,11
5763,7.5874836869100735e-06,3
5764,7.5874836869100735e-06,3
5765,2.5291612289700243e-05,10
5766,3.2879095976610314e-05,13
5767,7.587483686910074e-05,30
5768,2.5291612289700243e-05,10
5769,3.0349934747640294e-05,12
5770,2.5291612289700245e-06,1
5771,4.2995740892490416e-05,17
5772,4.2995740892490416e-05,17
5773,2.276245106073022e-05,9
5774,4.046657966352039e-05,16
5775,2.276245106073022e-05,9
5776,2.5291612289700243e-05,10
5777,3.5408257205580345e-05,14
5778,3.2879095976610314e-05,13
5779,1.2645806144850122e-05,5
5780,2.0233289831760196e-05,8
5781,3.0349934747640294e-05,12
5782,2.276245106073022e-05,9
5783,2.0233289831760196e-05,8
5784,2.0233289831760196e-05,8
5785,4.552490212146044e-05,18
5786,3.2879095976610314e-05,13
5787,1.2645806144850122e-05,5
5788,4.2995740892490416e-05,17
5789,2.276245106073022e-05,9
5790,1.7704128602790172e-05,7
5791,1.0116644915880098e-05,4
5792,2.5291612289700243e-05,10
5793,1.5174967373820147e-05,6
5794,4.2995740892490416e-05,17
5795,2.0233289831760196e-05,8
5796,5.5641547037340534e-05,22
5797,2.5291612289700243e-05,10
5798,3.5408257205580345e-05,14
5799,1.0116644915880098e-05,4
5800,4.805406335043046e-05,19
5801,4.2995740892490416e-05,17
5802,1.7704128602790172e-05,7
5803,1.2645806144850122e-05,5
5804,1.0116644915880098e-05,4
5805,8.093315932704078e-05,32
5806,2.0233289831760196e-05,8
5807,5.817070826631056e-05,23
5808,3.0349934747640294e-05,12
5809,2.5291612289700243e-05,10
5810,3.0349934747640294e-05,12
5811,2.0233289831760196e-05,8
5812,4.552490212146044e-05,18
5813,5.0583224579400486e-05,20
5814,1.0116644915880098e-05,4
5815,5.5641547037340534e-05,22
5816,6.575819195322063e-05,26
5817,6.575819195322063e-05,26
5818,4.2995740892490416e-05,17
5819,2.5291612289700245e-06,1
5820,5.0583224579400486e-05,20
5821,1.5174967373820147e-05,6
5822,4.2995740892490416e-05,17
5823,3.0349934747640294e-05,12
5824,2.276245106073022e-05,9
5825,2.7820773518670267e-05,11
5826,1.7704128602790172e-05,7
5827,4.552490212146044e-05,18
5828,4.046657966352039e-05,16
5829,2.7820773518670267e-05,11
5830,2.276245106073022e-05,9
5831,7.587483686910074e-05,30
5832,4.805406335043046e-05,19
5833,2.276245106073022e-05,9
5834,1.7704128602790172e-05,7
5835,8.093315932704078e-05,32
5836,4.552490212146044e-05,18
5837,5.817070826631056e-05,23
5838,2.5291612289700243e-05,10
5839,2.276245106073022e-05,9
5840,2.5291612289700243e-05,10
5841,3.793741843455037e-05,15
5842,4.805406335043046e-05,19
5843,4.046657966352039e-05,16
5844,1.2645806144850122e-05,5
5845,2.276245106073022e-05,9
5846,3.793741843455037e-05,15
5847,4.046657966352039e-05,16
5848,1.7704128602790172e-05,7
5849,5.5641547037340534e-05,22
5850,1.7704128602790172e-05,7
5851,4.2995740892490416e-05,17
5852,2.5291612289700243e-05,10
5853,4.552490212146044e-05,18
5854,3.793741843455037e-05,15
5855,3.0349934747640294e-05,12
5856,2.0233289831760196e-05,8
5857,3.5408257205580345e-05,14
5858,4.805406335043046e-05,19
5859,1.7704128602790172e-05,7
5860,1.7704128602790172e-05,7
5861,3.0349934747640294e-05,12
5862,4.046657966352039e-05,16
5863,4.805406335043046e-05,19
5864,4.2995740892490416e-05,17
5865,4.552490212146044e-05,18
5866,2.276245106073022e-05,9
5867,2.5291612289700243e-05,10
5868,1.5174967373820147e-05,6
5869,5.311238580837051e-05,21
5870,1.2645806144850122e-05,5
5871,7.587483686910074e-05,30
5872,2.5291612289700245e-06,1
5873,2.276245106073022e-05,9
5874,7.587483686910074e-05,30
5875,5.817070826631056e-05,23
5876,5.058322457940049e-06,2
5877,7.5874836869100735e-06,3
5878,3.2879095976610314e-05,13
5879,1.7704128602790172e-05,7
5880,2.7820773518670267e-05,11
5881,2.276245106073022e-05,9
5882,5.311238580837051e-05,21
5883,6.575819195322063e-05,26
5884,6.069986949528059e-05,24
5885,3.5408257205580345e-05,14
5886,3.2879095976610314e-05,13
5887,3.793741843455037e-05,15
5888,4.805406335043046e-05,19
5889,4.046657966352039e-05,16
5890,5.5641547037340534e-05,22
5891,5.817070826631056e-05,23
5892,2.5291612289700243e-05,10
5893,5.0583224579400486e-05,20
5894,4.046657966352039e-05,16
5895,2.0233289831760196e-05,8
5896,2.7820773518670267e-05,11
5897,2.276245106073022e-05,9
5898,1.2645806144850122e-05,5
5899,7.334567564013071e-05,29
5900,5.0583224579400486e-05,20
5901,3.5408257205580345e-05,14
5902,1.7704128602790172e-05,7
5903,5.817070826631056e-05,23
5904,1.5174967373820147e-05,6
5905,5.0583224579400486e-05,20
5906,2.5291612289700243e-05,10
5907,2.0233289831760196e-05,8
5908,1.7704128602790172e-05,7
5909,5.058322457940049e-06,2
5910,7.5874836869100735e-06,3
5911,3.2879095976610314e-05,13
5912,4.2995740892490416e-05,17
5913,1.5174967373820147e-05,6
5914,2.276245106073022e-05,9
5915,3.2879095976610314e-05,13
5916,6.069986949528059e-05,24
5917,3.2879095976610314e-05,13
5918,4.805406335043046e-05,19
5919,8.599148178498083e-05,34
5920,8.346232055601081e-05,33
5921,3.0349934747640294e-05,12
5922,3.793741843455037e-05,15
5923,5.058322457940049e-06,2
5924,3.0349934747640294e-05,12
5925,2.276245106073022e-05,9
5926,1.7704128602790172e-05,7
5927,1.7704128602790172e-05,7
5928,2.5291612289700243e-05,10
5929,2.7820773518670267e-05,11
5930,1.5174967373820147e-05,6
5931,2.5291612289700243e-05,10
5932,3.0349934747640294e-05,12
5933,1.2645806144850122e-05,5
5934,2.7820773518670267e-05,11
5935,7.5874836869100735e-06,3
5936,5.0583224579400486e-05,20
5937,5.817070826631056e-05,23
5938,5.0583224579400486e-05,20
5939,1.5174967373820147e-05,6
5940,4.046657966352039e-05,16
5941,2.5291612289700243e-05,10
5942,1.5174967373820147e-05,6
5943,2.276245106073022e-05,9
5944,3.793741843455037e-05,15
5945,1.5174967373820147e-05,6
5946,2.0233289831760196e-05,8
5947,6.069986949528059e-05,24
5948,4.805406335043046e-05,19
5949,3.2879095976610314e-05,13
5950,3.2879095976610314e-05,13
5951,4.046657966352039e-05,16
5952,3.5408257205580345e-05,14
5953,2.5291612289700243e-05,10
5954,5.0583224579400486e-05,20
5955,2.5291612289700243e-05,10
5956,1.5174967373820147e-05,6
5957,2.7820773518670267e-05,11
5958,1.0116644915880098e-05,4
5959,1.2645806144850122e-05,5
5960,5.311238580837051e-05,21
5961,2.5291612289700243e-05,10
5962,5.311238580837051e-05,21
5963,2.276245106073022e-05,9
5964,2.0233289831760196e-05,8
5965,1.0116644915880098e-05,4
5966,3.793741843455037e-05,15
5967,1.0116644915880098e-05,4
5968,2.276245106073022e-05,9
5969,7.5874836869100735e-06,3
5970,5.5641547037340534e-05,22
5971,3.5408257205580345e-05,14
5972,4.046657966352039e-05,16
5973,5.0583224579400486e-05,20
5974,3.0349934747640294e-05,12
5975,2.7820773518670267e-05,11
5976,2.0233289831760196e-05,8
5977,5.0583224579400486e-05,20
5978,3.2879095976610314e-05,13
5979,5.058322457940049e-06,2
5980,1.2645806144850122e-05,5
5981,3.5408257205580345e-05,14
5982,7.5874836869100735e-06,3
5983,2.5291612289700243e-05,10
5984,2.5291612289700243e-05,10
5985,1.7704128602790172e-05,7
5986,2.5291612289700245e-06,1
5987,4.805406335043046e-05,19
5988,7.5874836869100735e-06,3
5989,3.0349934747640294e-05,12
5990,3.793741843455037e-05,15
5991,7.5874836869100735e-06,3
5992,3.0349934747640294e-05,12
5993,1.0116644915880098e-05,4
5994,2.5291612289700243e-05,10
5995,1.2645806144850122e-05,5
5996,5.0583224579400486e-05,20
5997,3.2879095976610314e-05,13
5998,4.046657966352039e-05,16
5999,2.0233289831760196e-05,8
6000,1.7704128602790172e-05,7
6001,4.552490212146044e-05,18
6002,2.5291612289700243e-05,10
6003,2.0233289831760196e-05,8
6004,2.0233289831760196e-05,8
6005,4.2995740892490416e-05,17
6006,2.5291612289700243e-05,10
6007,3.0349934747640294e-05,12
6008,2.0233289831760196e-05,8
6009,5.058322457940049e-06,2
6010,7.5874836869100735e-06,3
6011,3.2879095976610314e-05,13
6012,4.805406335043046e-05,19
6013,1.2645806144850122e-05,5
6014,7.5874836869100735e-06,3
6015,1.5174967373820147e-05,6
6016,3.0349934747640294e-05,12
6017,1.0116644915880098e-05,4
6018,2.7820773518670267e-05,11
6019,1.7704128602790172e-05,7
6020,2.276245106073022e-05,9
6021,6.069986949528059e-05,24
6022,7.334567564013071e-05,29
