class,probability,count
27205,2.7820773518670267e-05,11
27206,8.852064301395085e-05,35
27207,2.5291612289700243e-05,10
27208,5.0583224579400486e-05,20
27209,1.5174967373820147e-05,6
27210,4.552490212146044e-05,18
27211,1.0116644915880098e-05,4
27212,2.7820773518670267e-05,11
27213,1.7704128602790172e-05,7
27214,3.0349934747640294e-05,12
27215,1.7704128602790172e-05,7
27216,6.069986949528059e-05,24
27217,5.0583224579400486e-05,20
27218,1.7704128602790172e-05,7
27219,1.5174967373820147e-05,6
27220,3.5408257205580345e-05,14
27221,2.5291612289700245e-06,1
27222,1.7704128602790172e-05,7
27223,1.5174967373820147e-05,6
27224,3.5408257205580345e-05,14
27225,7.5874836869100735e-06,3
27226,3.793741843455037e-05,15
27227,2.7820773518670267e-05,11
27228,3.793741843455037e-05,15
27229,3.2879095976610314e-05,13
27230,4.805406335043046e-05,19
27231,5.817070826631056e-05,23
27232,1.0116644915880098e-05,4
27233,3.2879095976610314e-05,13
27234,3.5408257205580345e-05,14
27235,5.5641547037340534e-05,22
27236,1.0116644915880098e-05,4
27237,6.32290307242506e-05,25
27238,1.2645806144850122e-05,5
27239,1.2645806144850122e-05,5
27240,3.0349934747640294e-05,12
27241,1.5174967373820147e-05,6
27242,9.610812670086093e-05,38
27243,4.552490212146044e-05,18
27244,4.805406335043046e-05,19
27245,4.805406335043046e-05,19
27246,1.7704128602790172e-05,7
27247,5.311238580837051e-05,21
27248,3.0349934747640294e-05,12
27249,4.552490212146044e-05,18
27250,2.5291612289700243e-05,10
27251,5.058322457940049e-06,2
27252,3.5408257205580345e-05,14
27253,2.7820773518670267e-05,11
27254,2.7820773518670267e-05,11
27255,2.5291612289700243e-05,10
27256,3.5408257205580345e-05,14
27257,1.7704128602790172e-05,7
27258,3.0349934747640294e-05,12
27259,3.2879095976610314e-05,13
27260,3.2879095976610314e-05,13
27261,4.805406335043046e-05,19
27262,2.0233289831760196e-05,8
27263,2.5291612289700243e-05,10
27264,3.793741843455037e-05,15
27265,3.5408257205580345e-05,14
27266,1.5174967373820147e-05,6
27267,3.2879095976610314e-05,13
27268,7.5874836869100735e-06,3
27269,6.575819195322063e-05,26
27270,3.0349934747640294e-05,12
27271,5.311238580837051e-05,21
27272,7.334567564013071e-05,29
27273,7.587483686910074e-05,30
27274,4.805406335043046e-05,19
27275,5.0583224579400486e-05,20
27276,2.0233289831760196e-05,8
27277,3.0349934747640294e-05,12
27278,1.0116644915880098e-05,4
27279,2.0233289831760196e-05,8
27280,1.7704128602790172e-05,7
27281,7.334567564013071e-05,29
27282,5.311238580837051e-05,21
27283,5.0583224579400486e-05,20
27284,3.2879095976610314e-05,13
27285,4.2995740892490416e-05,17
27286,3.2879095976610314e-05,13
27287,7.5874836869100735e-06,3
27288,1.2645806144850122e-05,5
27289,8.346232055601081e-05,33
27290,4.552490212146044e-05,18
27291,1.0116644915880098e-05,4
27292,1.5174967373820147e-05,6
27293,7.587483686910074e-05,30
27294,3.5408257205580345e-05,14
27295,5.311238580837051e-05,21
27296,8.093315932704078e-05,32
27297,3.2879095976610314e-05,13
27298,7.840399809807076e-05,31
27299,2.276245106073022e-05,9
27300,6.32290307242506e-05,25
27301,5.311238580837051e-05,21
27302,2.276245106073022e-05,9
27303,1.5174967373820147e-05,6
27304,4.046657966352039e-05,16
27305,4.805406335043046e-05,19
27306,1.0116644915880098e-05,4
27307,5.5641547037340534e-05,22
27308,2.0233289831760196e-05,8
27309,2.7820773518670267e-05,11
27310,2.0233289831760196e-05,8
27311,2.0233289831760196e-05,8
27312,2.0233289831760196e-05,8
27313,4.805406335043046e-05,19
27314,2.5291612289700243e-05,10
27315,2.0233289831760196e-05,8
27316,2.7820773518670267e-05,11
27317,4.552490212146044e-05,18
27318,4.552490212146044e-05,18
27319,4.2995740892490416e-05,17
27320,2.7820773518670267e-05,11
27321,4.552490212146044e-05,18
27322,5.5641547037340534e-05,22
27323,3.2879095976610314e-05,13
27324,1.5174967373820147e-05,6
27325,2.0233289831760196e-05,8
27326,3.0349934747640294e-05,12
27327,4.046657966352039e-05,16
27328,1.7704128602790172e-05,7
27329,3.5408257205580345e-05,14
27330,1.0116644915880098e-05,4
27331,4.805406335043046e-05,19
27332,1.7704128602790172e-05,7
27333,5.817070826631056e-05,23
27334,5.0583224579400486e-05,20
27335,2.7820773518670267e-05,11
27336,4.2995740892490416e-05,17
27337,3.5408257205580345e-05,14
27338,4.046657966352039e-05,16
27339,1.2645806144850122e-05,5
27340,2.0233289831760196e-05,8
27341,1.2645806144850122e-05,5
27342,2.5291612289700245e-06,1
27343,3.2879095976610314e-05,13
27344,1.0116644915880098e-05,4
27345,2.7820773518670267e-05,11
27346,1.0116644915880098e-05,4
27347,1.5174967373820147e-05,6
27348,4.805406335043046e-05,19
27349,1.2645806144850122e-05,5
27350,2.276245106073022e-05,9
27351,2.5291612289700243e-05,10
27352,1.2645806144850122e-05,5
27353,1.5174967373820147e-05,6
27354,7.840399809807076e-05,31
27355,2.276245106073022e-05,9
27356,1.2645806144850122e-05,5
27357,5.5641547037340534e-05,22
27358,3.0349934747640294e-05,12
27359,3.5408257205580345e-05,14
27360,1.5174967373820147e-05,6
27361,3.0349934747640294e-05,12
27362,4.046657966352039e-05,16
27363,2.5291612289700243e-05,10
27364,4.046657966352039e-05,16
27365,2.0233289831760196e-05,8
27366,1.2645806144850122e-05,5
27367,2.276245106073022e-05,9
27368,2.5291612289700245e-06,1
27369,3.0349934747640294e-05,12
27370,1.7704128602790172e-05,7
27371,1.5174967373820147e-05,6
27372,4.805406335043046e-05,19
27373,1.7704128602790172e-05,7
27374,7.5874836869100735e-06,3
27375,3.2879095976610314e-05,13
27376,2.0233289831760196e-05,8
27377,3.0349934747640294e-05,12
27378,1.2645806144850122e-05,5
27379,5.058322457940049e-06,2
27380,4.046657966352039e-05,16
27381,1.7704128602790172e-05,7
27382,5.5641547037340534e-05,22
27383,3.2879095976610314e-05,13
27384,3.5408257205580345e-05,14
27385,1.5174967373820147e-05,6
27386,1.5174967373820147e-05,6
27387,1.0116644915880098e-05,4
27388,2.0233289831760196e-05,8
27389,1.5174967373820147e-05,6
27390,3.5408257205580345e-05,14
27391,3.0349934747640294e-05,12
27392,7.334567564013071e-05,29
27393,2.5291612289700243e-05,10
27394,2.5291612289700243e-05,10
27395,2.276245106073022e-05,9
27396,4.805406335043046e-05,19
27397,3.5408257205580345e-05,14
27398,3.0349934747640294e-05,12
27399,4.552490212146044e-05,18
27400,4.805406335043046e-05,19
27401,4.805406335043046e-05,19
27402,1.7704128602790172e-05,7
27403,2.7820773518670267e-05,11
27404,4.805406335043046e-05,19
27405,2.0233289831760196e-05,8
27406,3.5408257205580345e-05,14
27407,1.0116644915880098e-05,4
27408,1.2645806144850122e-05,5
27409,1.5174967373820147e-05,6
27410,4.552490212146044e-05,18
27411,3.5408257205580345e-05,14
27412,1.5174967373820147e-05,6
27413,2.5291612289700243e-05,10
27414,5.058322457940049e-06,2
27415,2.5291612289700243e-05,10
27416,5.311238580837051e-05,21
27417,1.7704128602790172e-05,7
27418,5.5641547037340534e-05,22
27419,6.828735318219065e-05,27
27420,3.0349934747640294e-05,12
27421,2.0233289831760196e-05,8
27422,2.5291612289700243e-05,10
27423,2.276245106073022e-05,9
27424,2.0233289831760196e-05,8
27425,3.5408257205580345e-05,14
27426,1.7704128602790172e-05,7
27427,3.2879095976610314e-05,13
27428,3.2879095976610314e-05,13
27429,1.7704128602790172e-05,7
27430,2.0233289831760196e-05,8
27431,3.5408257205580345e-05,14
27432,4.552490212146044e-05,18
27433,4.046657966352039e-05,16
27434,4.046657966352039e-05,16
27435,1.2645806144850122e-05,5
27436,3.793741843455037e-05,15
27437,4.805406335043046e-05,19
27438,2.5291612289700245e-06,1
27439,2.7820773518670267e-05,11
27440,6.828735318219065e-05,27
27441,1.7704128602790172e-05,7
27442,3.5408257205580345e-05,14
27443,2.0233289831760196e-05,8
27444,2.0233289831760196e-05,8
27445,5.817070826631056e-05,23
27446,3.2879095976610314e-05,13
27447,6.069986949528059e-05,24
27448,2.5291612289700245e-06,1
27449,1.5174967373820147e-05,6
27450,4.2995740892490416e-05,17
27451,2.7820773518670267e-05,11
27452,3.5408257205580345e-05,14
27453,6.069986949528059e-05,24
27454,4.2995740892490416e-05,17
27455,5.817070826631056e-05,23
27456,4.805406335043046e-05,19
27457,2.7820773518670267e-05,11
27458,3.5408257205580345e-05,14
27459,2.7820773518670267e-05,11
27460,7.5874836869100735e-06,3
27461,5.311238580837051e-05,21
27462,7.587483686910074e-05,30
27463,2.0233289831760196e-05,8
27464,7.5874836869100735e-06,3
27465,6.32290307242506e-05,25
27466,3.0349934747640294e-05,12
27467,3.0349934747640294e-05,12
27468,2.0233289831760196e-05,8
27469,2.0233289831760196e-05,8
27470,1.7704128602790172e-05,7
27471,5.311238580837051e-05,21
27472,5.311238580837051e-05,21
27473,2.276245106073022e-05,9
27474,1.0116644915880098e-05,4
27475,3.2879095976610314e-05,13
27476,8.093315932704078e-05,32
27477,3.793741843455037e-05,15
27478,3.5408257205580345e-05,14
27479,3.793741843455037e-05,15
27480,3.2879095976610314e-05,13
27481,2.5291612289700243e-05,10
27482,3.0349934747640294e-05,12
27483,3.0349934747640294e-05,12
27484,4.552490212146044e-05,18
27485,2.276245106073022e-05,9
27486,5.058322457940049e-06,2
27487,5.311238580837051e-05,21
27488,3.2879095976610314e-05,13
27489,2.0233289831760196e-05,8
27490,2.0233289831760196e-05,8
27491,2.0233289831760196e-05,8
27492,2.0233289831760196e-05,8
27493,7.5874836869100735e-06,3
27494,4.805406335043046e-05,19
27495,4.552490212146044e-05,18
27496,5.5641547037340534e-05,22
27497,3.793741843455037e-05,15
27498,3.793741843455037e-05,15
27499,2.0233289831760196e-05,8
27500,1.5174967373820147e-05,6
27501,7.5874836869100735e-06,3
27502,1.2645806144850122e-05,5
27503,4.046657966352039e-05,16
27504,4.805406335043046e-05,19
27505,1.7704128602790172e-05,7
27506,3.793741843455037e-05,15
27507,5.817070826631056e-05,23
27508,4.552490212146044e-05,18
27509,1.5174967373820147e-05,6
27510,2.5291612289700243e-05,10
27511,2.0233289831760196e-05,8
27512,8.093315932704078e-05,32
27513,1.2645806144850122e-05,5
27514,2.276245106073022e-05,9
27515,3.793741843455037e-05,15
27516,3.0349934747640294e-05,12
27517,3.2879095976610314e-05,13
27518,6.069986949528059e-05,24
27519,2.7820773518670267e-05,11
27520,7.5874836869100735e-06,3
27521,1.2645806144850122e-05,5
27522,3.2879095976610314e-05,13
27523,2.7820773518670267e-05,11
27524,1.7704128602790172e-05,7
27525,7.5874836869100735e-06,3
27526,3.5408257205580345e-05,14
27527,4.552490212146044e-05,18
27528,4.552490212146044e-05,18
27529,4.805406335043046e-05,19
27530,2.276245106073022e-05,9
27531,6.069986949528059e-05,24
27532,2.5291612289700243e-05,10
27533,4.805406335043046e-05,19
27534,5.0583224579400486e-05,20
27535,1.7704128602790172e-05,7
27536,2.0233289831760196e-05,8
27537,2.0233289831760196e-05,8
27538,5.5641547037340534e-05,22
27539,4.2995740892490416e-05,17
27540,2.5291612289700243e-05,10
27541,1.7704128602790172e-05,7
27542,5.817070826631056e-05,23
27543,5.5641547037340534e-05,22
27544,1.2645806144850122e-05,5
27545,8.093315932704078e-05,32
27546,1.7704128602790172e-05,7
27547,2.0233289831760196e-05,8
27548,1.5174967373820147e-05,6
27549,3.2879095976610314e-05,13
27550,3.0349934747640294e-05,12
27551,7.5874836869100735e-06,3
27552,4.046657966352039e-05,16
27553,3.2879095976610314e-05,13
27554,1.2645806144850122e-05,5
27555,1.7704128602790172e-05,7
27556,3.2879095976610314e-05,13
27557,5.058322457940049e-06,2
27558,8.346232055601081e-05,33
27559,1.2645806144850122e-05,5
27560,2.7820773518670267e-05,11
27561,1.5174967373820147e-05,6
27562,2.7820773518670267e-05,11
27563,5.5641547037340534e-05,22
27564,3.2879095976610314e-05,13
27565,1.2645806144850122e-05,5
27566,3.2879095976610314e-05,13
27567,2.7820773518670267e-05,11
27568,3.793741843455037e-05,15
27569,7.5874836869100735e-06,3
27570,7.081651441116069e-05,28
27571,5.5641547037340534e-05,22
27572,4.805406335043046e-05,19
27573,4.805406335043046e-05,19
27574,1.0116644915880098e-05,4
27575,5.058322457940049e-06,2
27576,2.7820773518670267e-05,11
27577,2.276245106073022e-05,9
27578,4.046657966352039e-05,16
27579,1.7704128602790172e-05,7
27580,3.5408257205580345e-05,14
27581,4.2995740892490416e-05,17
27582,2.0233289831760196e-05,8
27583,1.2645806144850122e-05,5
27584,5.0583224579400486e-05,20
27585,1.5174967373820147e-05,6
27586,3.5408257205580345e-05,14
27587,2.5291612289700243e-05,10
27588,1.0116644915880098e-05,4
27589,5.5641547037340534e-05,22
27590,5.311238580837051e-05,21
27591,2.5291612289700243e-05,10
27592,1.2645806144850122e-05,5
27593,3.2879095976610314e-05,13
27594,7.081651441116069e-05,28
27595,2.276245106073022e-05,9
27596,4.2995740892490416e-05,17
27597,5.058322457940049e-06,2
27598,3.793741843455037e-05,15
27599,2.0233289831760196e-05,8
27600,5.311238580837051e-05,21
27601,3.0349934747640294e-05,12
27602,3.0349934747640294e-05,12
27603,2.276245106073022e-05,9
27604,2.7820773518670267e-05,11
27605,4.046657966352039e-05,16
27606,1.7704128602790172e-05,7
27607,7.5874836869100735e-06,3
27608,5.058322457940049e-06,2
27609,1.5174967373820147e-05,6
27610,1.2645806144850122e-05,5
27611,3.5408257205580345e-05,14
27612,1.7704128602790172e-05,7
27613,1.5174967373820147e-05,6
27614,7.334567564013071e-05,29
27615,3.2879095976610314e-05,13
27616,2.5291612289700245e-06,1
27617,1.5174967373820147e-05,6
27618,1.5174967373820147e-05,6
27619,4.2995740892490416e-05,17
27620,5.058322457940049e-06,2
27621,5.0583224579400486e-05,20
27622,2.5291612289700243e-05,10
27623,3.5408257205580345e-05,14
27624,1.7704128602790172e-05,7
27625,4.046657966352039e-05,16
27626,2.5291612289700243e-05,10
27627,1.2645806144850122e-05,5
27628,3.793741843455037e-05,15
27629,2.7820773518670267e-05,11
27630,3.2879095976610314e-05,13
27631,6.575819195322063e-05,26
27632,3.5408257205580345e-05,14
27633,7.5874836869100735e-06,3
27634,2.5291612289700243e-05,10
27635,2.5291612289700243e-05,10
27636,1.2645806144850122e-05,5
27637,4.805406335043046e-05,19
27638,2.0233289831760196e-05,8
27639,2.5291612289700243e-05,10
27640,3.0349934747640294e-05,12
27641,3.793741843455037e-05,15
27642,6.32290307242506e-05,25
27643,5.311238580837051e-05,21
27644,2.0233289831760196e-05,8
27645,5.0583224579400486e-05,20
27646,1.0116644915880098e-05,4
27647,6.32290307242506e-05,25
27648,2.0233289831760196e-05,8
27649,4.805406335043046e-05,19
27650,3.2879095976610314e-05,13
27651,1.2645806144850122e-05,5
27652,4.805406335043046e-05,19
27653,7.5874836869100735e-06,3
27654,3.0349934747640294e-05,12
27655,1.0116644915880098e-05,4
27656,5.311238580837051e-05,21
27657,2.5291612289700243e-05,10
27658,7.5874836869100735e-06,3
27659,1.7704128602790172e-05,7
27660,2.7820773518670267e-05,11
27661,4.552490212146044e-05,18
27662,1.0116644915880098e-05,4
27663,5.311238580837051e-05,21
27664,4.2995740892490416e-05,17
27665,6.575819195322063e-05,26
27666,2.0233289831760196e-05,8
27667,4.805406335043046e-05,19
27668,2.5291612289700243e-05,10
27669,2.0233289831760196e-05,8
27670,4.046657966352039e-05,16
27671,2.0233289831760196e-05,8
27672,1.7704128602790172e-05,7
27673,4.552490212146044e-05,18
27674,4.552490212146044e-05,18
27675,1.2645806144850122e-05,5
27676,2.0233289831760196e-05,8
27677,1.5174967373820147e-05,6
27678,1.7704128602790172e-05,7
27679,1.0116644915880098e-05,4
27680,4.2995740892490416e-05,17
27681,3.0349934747640294e-05,12
27682,1.7704128602790172e-05,7
27683,2.7820773518670267e-05,11
27684,3.0349934747640294e-05,12
27685,3.2879095976610314e-05,13
27686,2.0233289831760196e-05,8
27687,4.046657966352039e-05,16
27688,2.7820773518670267e-05,11
27689,2.0233289831760196e-05,8
27690,3.2879095976610314e-05,13
27691,1.0116644915880098e-05,4
27692,2.0233289831760196e-05,8
27693,1.5174967373820147e-05,6
27694,1.7704128602790172e-05,7
27695,3.793741843455037e-05,15
27696,5.0583224579400486e-05,20
27697,3.5408257205580345e-05,14
27698,6.575819195322063e-05,26
27699,1.2645806144850122e-05,5
27700,2.276245106073022e-05,9
27701,6.575819195322063e-05,26
27702,2.276245106073022e-05,9
27703,1.0116644915880098e-05,4
27704,3.0349934747640294e-05,12
27705,3.0349934747640294e-05,12
27706,6.575819195322063e-05,26
27707,3.2879095976610314e-05,13
27708,1.5174967373820147e-05,6
27709,5.058322457940049e-06,2
27710,2.0233289831760196e-05,8
27711,2.0233289831760196e-05,8
27712,1.0116644915880098e-05,4
27713,5.0583224579400486e-05,20
27714,1.0116644915880098e-05,4
27715,3.2879095976610314e-05,13
27716,6.069986949528059e-05,24
27717,5.311238580837051e-05,21
27718,1.7704128602790172e-05,7
27719,1.5174967373820147e-05,6
27720,4.2995740892490416e-05,17
27721,3.5408257205580345e-05,14
27722,2.0233289831760196e-05,8
27723,6.828735318219065e-05,27
27724,2.0233289831760196e-05,8
27725,1.7704128602790172e-05,7
27726,4.805406335043046e-05,19
27727,5.5641547037340534e-05,22
27728,3.0349934747640294e-05,12
27729,4.805406335043046e-05,19
27730,1.7704128602790172e-05,7
27731,3.0349934747640294e-05,12
27732,1.7704128602790172e-05,7
27733,2.0233289831760196e-05,8
27734,1.2645806144850122e-05,5
27735,1.0116644915880098e-05,4
27736,4.2995740892490416e-05,17
27737,3.0349934747640294e-05,12
27738,2.5291612289700243e-05,10
27739,4.046657966352039e-05,16
27740,2.7820773518670267e-05,11
27741,1.2645806144850122e-05,5
27742,5.058322457940049e-06,2
27743,2.7820773518670267e-05,11
27744,1.5174967373820147e-05,6
27745,7.5874836869100735e-06,3
27746,4.552490212146044e-05,18
27747,2.276245106073022e-05,9
27748,4.552490212146044e-05,18
27749,3.2879095976610314e-05,13
27750,6.069986949528059e-05,24
27751,5.0583224579400486e-05,20
27752,2.5291612289700243e-05,10
27753,5.0583224579400486e-05,20
27754,3.0349934747640294e-05,12
27755,4.2995740892490416e-05,17
27756,1.5174967373820147e-05,6
27757,4.046657966352039e-05,16
27758,2.0233289831760196e-05,8
27759,2.5291612289700243e-05,10
27760,4.2995740892490416e-05,17
27761,4.046657966352039e-05,16
27762,2.5291612289700243e-05,10
27763,3.5408257205580345e-05,14
27764,3.2879095976610314e-05,13
27765,5.0583224579400486e-05,20
27766,4.046657966352039e-05,16
27767,6.32290307242506e-05,25
27768,6.069986949528059e-05,24
27769,3.793741843455037e-05,15
27770,4.046657966352039e-05,16
27771,5.311238580837051e-05,21
27772,4.552490212146044e-05,18
27773,3.0349934747640294e-05,12
27774,3.0349934747640294e-05,12
27775,1.2645806144850122e-05,5
27776,2.0233289831760196e-05,8
27777,2.7820773518670267e-05,11
27778,5.0583224579400486e-05,20
27779,3.793741843455037e-05,15
27780,1.2645806144850122e-05,5
27781,4.552490212146044e-05,18
27782,2.5291612289700245e-06,1
27783,2.7820773518670267e-05,11
27784,1.0116644915880098e-05,4
27785,2.276245106073022e-05,9
27786,2.7820773518670267e-05,11
27787,3.2879095976610314e-05,13
27788,5.5641547037340534e-05,22
27789,4.805406335043046e-05,19
27790,3.5408257205580345e-05,14
27791,5.5641547037340534e-05,22
27792,2.5291612289700243e-05,10
27793,3.793741843455037e-05,15
27794,3.0349934747640294e-05,12
27795,3.5408257205580345e-05,14
27796,2.5291612289700245e-06,1
27797,2.0233289831760196e-05,8
27798,4.552490212146044e-05,18
27799,2.7820773518670267e-05,11
27800,4.805406335043046e-05,19
27801,1.7704128602790172e-05,7
27802,4.2995740892490416e-05,17
27803,1.7704128602790172e-05,7
27804,3.5408257205580345e-05,14
27805,5.817070826631056e-05,23
27806,3.793741843455037e-05,15
27807,1.5174967373820147e-05,6
27808,1.2645806144850122e-05,5
27809,1.7704128602790172e-05,7
27810,7.081651441116069e-05,28
27811,3.793741843455037e-05,15
27812,1.2645806144850122e-05,5
27813,5.311238580837051e-05,21
27814,2.0233289831760196e-05,8
27815,5.0583224579400486e-05,20
27816,3.2879095976610314e-05,13
27817,5.817070826631056e-05,23
27818,1.7704128602790172e-05,7
27819,2.276245106073022e-05,9
27820,1.7704128602790172e-05,7
27821,2.0233289831760196e-05,8
27822,1.0116644915880098e-05,4
27823,4.805406335043046e-05,19
27824,1.0116644915880098e-05,4
27825,1.2645806144850122e-05,5
27826,2.276245106073022e-05,9
27827,3.5408257205580345e-05,14
27828,2.7820773518670267e-05,11
27829,1.7704128602790172e-05,7
27830,1.7704128602790172e-05,7
27831,2.276245106073022e-05,9
27832,2.7820773518670267e-05,11
27833,3.0349934747640294e-05,12
27834,5.058322457940049e-06,2
27835,2.276245106073022e-05,9
27836,2.7820773518670267e-05,11
27837,4.2995740892490416e-05,17
27838,4.805406335043046e-05,19
27839,4.046657966352039e-05,16
27840,1.5174967373820147e-05,6
27841,5.817070826631056e-05,23
27842,1.7704128602790172e-05,7
27843,2.276245106073022e-05,9
27844,1.7704128602790172e-05,7
27845,2.0233289831760196e-05,8
27846,1.5174967373820147e-05,6
27847,5.311238580837051e-05,21
27848,5.058322457940049e-06,2
27849,4.046657966352039e-05,16
27850,2.276245106073022e-05,9
27851,2.7820773518670267e-05,11
27852,2.276245106073022e-05,9
27853,2.5291612289700243e-05,10
27854,2.0233289831760196e-05,8
27855,2.276245106073022e-05,9
27856,3.0349934747640294e-05,12
27857,3.5408257205580345e-05,14
27858,3.793741843455037e-05,15
27859,3.793741843455037e-05,15
27860,1.0116644915880098e-05,4
27861,1.0116644915880098e-05,4
27862,1.7704128602790172e-05,7
27863,3.793741843455037e-05,15
27864,3.2879095976610314e-05,13
27865,2.276245106073022e-05,9
27866,7.081651441116069e-05,28
27867,6.828735318219065e-05,27
27868,3.2879095976610314e-05,13
27869,4.046657966352039e-05,16
27870,3.5408257205580345e-05,14
27871,7.334567564013071e-05,29
27872,7.081651441116069e-05,28
27873,5.311238580837051e-05,21
27874,2.0233289831760196e-05,8
27875,2.0233289831760196e-05,8
27876,1.5174967373820147e-05,6
27877,4.552490212146044e-05,18
27878,2.5291612289700243e-05,10
27879,5.0583224579400486e-05,20
27880,4.805406335043046e-05,19
27881,2.5291612289700243e-05,10
27882,2.5291612289700243e-05,10
27883,4.046657966352039e-05,16
27884,1.5174967373820147e-05,6
27885,0.00010116644915880097,40
27886,2.7820773518670267e-05,11
27887,3.0349934747640294e-05,12
27888,1.2645806144850122e-05,5
27889,2.276245106073022e-05,9
27890,3.5408257205580345e-05,14
27891,2.0233289831760196e-05,8
27892,2.276245106073022e-05,9
27893,2.0233289831760196e-05,8
27894,1.0116644915880098e-05,4
27895,1.7704128602790172e-05,7
27896,3.793741843455037e-05,15
27897,2.276245106073022e-05,9
27898,7.5874836869100735e-06,3
27899,2.276245106073022e-05,9
27900,2.276245106073022e-05,9
27901,5.0583224579400486e-05,20
27902,3.5408257205580345e-05,14
27903,5.0583224579400486e-05,20
27904,3.793741843455037e-05,15
27905,2.5291612289700243e-05,10
27906,3.5408257205580345e-05,14
27907,2.7820773518670267e-05,11
27908,1.2645806144850122e-05,5
27909,4.2995740892490416e-05,17
27910,2.276245106073022e-05,9
27911,2.0233289831760196e-05,8
27912,7.5874836869100735e-06,3
27913,1.7704128602790172e-05,7
27914,3.793741843455037e-05,15
27915,3.5408257205580345e-05,14
27916,1.7704128602790172e-05,7
27917,2.276245106073022e-05,9
27918,6.575819195322063e-05,26
27919,1.5174967373820147e-05,6
27920,2.0233289831760196e-05,8
27921,7.5874836869100735e-06,3
27922,5.5641547037340534e-05,22
27923,2.5291612289700243e-05,10
27924,4.2995740892490416e-05,17
27925,2.7820773518670267e-05,11
27926,2.0233289831760196e-05,8
27927,2.7820773518670267e-05,11
27928,4.2995740892490416e-05,17
27929,5.5641547037340534e-05,22
27930,1.7704128602790172e-05,7
27931,1.5174967373820147e-05,6
27932,2.5291612289700243e-05,10
27933,5.0583224579400486e-05,20
27934,3.5408257205580345e-05,14
27935,3.793741843455037e-05,15
27936,2.276245106073022e-05,9
27937,2.0233289831760196e-05,8
27938,2.7820773518670267e-05,11
27939,7.5874836869100735e-06,3
27940,1.2645806144850122e-05,5
27941,7.081651441116069e-05,28
27942,9.104980424292088e-05,36
27943,3.793741843455037e-05,15
27944,3.793741843455037e-05,15
27945,6.32290307242506e-05,25
27946,8.852064301395085e-05,35
27947,5.311238580837051e-05,21
27948,3.0349934747640294e-05,12
27949,1.5174967373820147e-05,6
27950,6.32290307242506e-05,25
27951,3.0349934747640294e-05,12
27952,1.0116644915880098e-05,4
27953,4.805406335043046e-05,19
27954,1.5174967373820147e-05,6
27955,2.276245106073022e-05,9
27956,2.276245106073022e-05,9
27957,3.0349934747640294e-05,12
27958,3.2879095976610314e-05,13
27959,5.0583224579400486e-05,20
27960,2.5291612289700243e-05,10
27961,4.552490212146044e-05,18
27962,3.5408257205580345e-05,14
27963,2.5291612289700243e-05,10
27964,5.311238580837051e-05,21
27965,2.7820773518670267e-05,11
27966,5.817070826631056e-05,23
27967,4.552490212146044e-05,18
27968,5.058322457940049e-06,2
27969,6.32290307242506e-05,25
27970,3.0349934747640294e-05,12
27971,1.2645806144850122e-05,5
27972,1.2645806144850122e-05,5
27973,4.2995740892490416e-05,17
27974,5.058322457940049e-06,2
27975,4.046657966352039e-05,16
27976,5.817070826631056e-05,23
27977,4.805406335043046e-05,19
27978,2.0233289831760196e-05,8
27979,2.276245106073022e-05,9
27980,3.793741843455037e-05,15
27981,3.0349934747640294e-05,12
27982,3.793741843455037e-05,15
27983,3.2879095976610314e-05,13
27984,3.5408257205580345e-05,14
27985,2.5291612289700243e-05,10
27986,2.5291612289700243e-05,10
27987,4.805406335043046e-05,19
27988,7.5874836869100735e-06,3
27989,2.5291612289700243e-05,10
27990,1.5174967373820147e-05,6
27991,2.276245106073022e-05,9
27992,1.2645806144850122e-05,5
27993,1.0116644915880098e-05,4
27994,6.32290307242506e-05,25
27995,3.0349934747640294e-05,12
27996,1.5174967373820147e-05,6
27997,4.805406335043046e-05,19
27998,3.2879095976610314e-05,13
27999,1.0116644915880098e-05,4
28000,1.0116644915880098e-05,4
28001,1.0116644915880098e-05,4
28002,2.0233289831760196e-05,8
28003,1.7704128602790172e-05,7
28004,0.00010116644915880097,40
28005,3.2879095976610314e-05,13
28006,3.793741843455037e-05,15
28007,1.7704128602790172e-05,7
28008,2.276245106073022e-05,9
28009,4.046657966352039e-05,16
28010,2.5291612289700245e-06,1
28011,2.0233289831760196e-05,8
28012,7.5874836869100735e-06,3
28013,3.2879095976610314e-05,13
28014,4.2995740892490416e-05,17
28015,1.0116644915880098e-05,4
28016,6.32290307242506e-05,25
28017,1.5174967373820147e-05,6
28018,3.0349934747640294e-05,12
28019,4.805406335043046e-05,19
28020,4.046657966352039e-05,16
28021,1.5174967373820147e-05,6
28022,3.793741843455037e-05,15
28023,7.5874836869100735e-06,3
28024,2.5291612289700243e-05,10
28025,2.5291612289700243e-05,10
28026,1.7704128602790172e-05,7
28027,2.7820773518670267e-05,11
28028,1.5174967373820147e-05,6
28029,2.0233289831760196e-05,8
28030,3.793741843455037e-05,15
28031,1.5174967373820147e-05,6
28032,1.0116644915880098e-05,4
28033,5.817070826631056e-05,23
28034,2.276245106073022e-05,9
28035,2.276245106073022e-05,9
28036,7.334567564013071e-05,29
28037,2.0233289831760196e-05,8
28038,5.5641547037340534e-05,22
28039,2.0233289831760196e-05,8
28040,3.2879095976610314e-05,13
28041,3.793741843455037e-05,15
28042,2.0233289831760196e-05,8
28043,3.5408257205580345e-05,14
