trjFile,tMinTTC,xMinPET,yMinPET,zMinPET,TTC,PET,MaxS,DeltaS,DR,MaxD,MaxDeltaV,ConflictAngle,ClockAngle,ConflictType,PostCrashV,PostCrashHeading,FirstVID,FirstLink,FirstLane,FirstLength,FirstWidth,FirstHeading,FirstVMinTTC,FirstDeltaV,xFirstCSP,yFirstCSP,xFirstCEP,yFirstCEP,SecondVID,SecondLink,SecondLane,SecondLength,SecondWidth,SecondHeading,SecondVMinTTC,SecondDeltaV,xSecondCSP,ySecondCSP,xSecondCEP,ySecondCEP,P(UEA),mTTC,mPET,
Intersection_1_001-rs-w-jrude6.trj,482.00,36.17,-63.56,0.00,3.90,2.00,7.00,3.28,-2.49,-2.49,2.06,0.00,5:59,rear end,4.94,82.34,280,5,3,5.97,2.41,82.34,3.72,1.23,36.17,-63.56,37.37,-54.62,295,5,3,4.36,1.97,82.34,7.00,2.06,34.29,-77.51,36.13,-63.81,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,484.00,45.74,-8.96,0.00,3.90,1.00,7.28,1.83,-0.78,-2.46,1.34,-0.04,6:00,rear end,5.94,76.01,321,10004,1,10.22,2.50,76.02,5.45,0.49,45.74,-8.96,48.03,0.23,286,10004,1,4.64,2.00,75.98,7.28,1.34,42.67,-21.29,45.63,-9.42,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,483.00,35.06,-71.81,0.00,3.80,2.00,7.74,3.23,-3.55,-3.55,1.63,0.00,6:00,rear end,6.11,82.34,295,5,3,4.36,1.97,82.34,4.51,1.60,35.06,-71.81,36.13,-63.81,296,5,3,4.21,2.00,82.34,7.74,1.63,33.61,-82.59,34.99,-72.29,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,488.00,51.40,22.84,0.00,0.00,0.00,8.20,3.86,-0.55,-1.38,2.05,-8.14,6:16,rear end,6.42,76.91,272,8,1,3.75,1.99,82.43,4.44,2.05,50.04,12.57,51.40,22.84,325,10012,1,4.21,2.00,74.28,8.20,1.81,42.34,-9.60,50.52,19.45,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,484.00,33.61,-82.59,0.00,3.50,2.00,9.25,1.52,-6.01,-6.01,0.81,0.00,6:00,rear end,8.45,82.34,296,5,3,4.21,2.00,82.34,7.74,0.71,33.61,-82.59,34.99,-72.28,303,5,3,4.01,1.85,82.34,9.25,0.81,31.69,-96.82,34.19,-78.26,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,472.00,-44.69,7.68,0.00,0.00,0.00,1.26,1.26,-0.70,-0.70,0.68,39.01,4:42,lane change,0.58,352.64,67,7,2,4.76,2.07,313.63,0.00,0.58,-44.69,7.68,-44.69,7.68,68,7,3,4.21,2.00,352.64,1.26,0.68,-46.69,10.05,-46.69,10.05,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,448.00,-52.99,8.33,0.00,0.00,0.00,2.60,0.00,-3.03,-3.03,0.00,10.49,5:39,rear end,0.00,0.00,60,7,2,7.93,2.55,342.15,0.00,0.00,-52.99,8.33,-52.99,8.33,70,7,3,4.92,2.34,352.64,0.00,0.00,-58.43,11.57,-58.43,11.57,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,487.00,33.76,-81.45,0.00,3.90,3.00,8.88,5.64,-3.20,-3.20,3.09,0.00,5:59,rear end,6.33,82.34,303,5,3,4.01,1.85,82.34,3.24,3.09,33.76,-81.45,34.17,-78.37,305,5,3,4.61,1.95,82.34,8.88,2.55,31.39,-99.04,33.20,-85.60,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,476.00,-52.99,8.33,0.00,0.00,0.00,2.50,2.30,-0.14,-0.52,1.46,10.49,5:39,rear end,0.83,352.64,60,7,2,7.93,2.55,342.15,0.00,0.83,-52.99,8.33,-52.99,8.33,72,7,3,4.92,2.34,352.64,2.30,1.46,-64.06,12.30,-57.43,11.44,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,490.00,36.50,-61.08,0.00,3.30,2.00,3.02,2.12,0.00,0.00,1.07,0.00,6:00,rear end,1.95,82.34,295,5,3,4.36,1.97,82.34,0.90,1.05,36.50,-61.08,36.89,-58.18,296,5,3,4.21,2.00,82.34,3.02,1.07,35.19,-70.78,36.10,-64.04,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,491.00,50.66,17.48,0.00,0.00,0.00,9.51,5.04,-0.14,-5.26,2.81,-4.25,6:09,rear end,6.71,78.66,321,8,1,10.22,2.50,81.32,4.49,2.23,48.03,0.23,50.66,17.48,329,5,4,7.93,2.55,77.07,9.51,2.81,37.19,-33.44,47.01,9.35,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,490.00,30.92,-102.59,0.00,0.50,2.00,8.20,2.25,-3.15,-6.85,1.58,0.00,6:00,rear end,5.93,82.34,306,5,3,7.93,2.55,82.34,5.26,0.67,30.92,-102.59,32.36,-91.84,310,5,3,4.36,1.97,82.34,7.51,1.58,28.34,-121.74,31.15,-100.88,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,493.00,49.59,9.29,0.00,0.00,0.00,7.69,0.64,-5.26,-5.26,0.44,-9.43,6:19,rear end,0.57,77.62,286,8,1,4.64,2.00,81.82,1.01,0.44,49.22,6.67,49.59,9.29,329,10002,1,7.93,2.55,72.38,0.37,0.20,47.01,9.35,47.01,9.36,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,491.00,36.00,-109.83,0.00,3.70,2.00,17.04,10.54,-3.04,-3.04,7.44,0.00,6:00,rear end,9.60,82.34,339,5,1,7.93,2.55,82.34,6.50,3.10,35.12,-116.34,38.38,-92.10,341,5,1,4.21,2.00,82.34,17.04,7.44,30.39,-151.55,37.30,-100.14,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,492.00,29.26,-114.90,0.00,3.80,3.00,8.55,1.58,-6.46,-6.75,0.86,0.00,6:00,rear end,6.45,82.34,312,5,3,4.01,1.85,82.34,5.59,0.86,29.26,-114.90,30.43,-106.23,314,5,3,4.61,1.95,82.34,7.16,0.71,26.42,-136.06,29.46,-113.40,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,491.00,33.16,-63.41,0.00,3.50,2.00,13.87,7.54,-3.77,-8.38,5.67,0.00,6:00,rear end,8.20,82.34,336,5,4,10.22,2.50,82.34,6.33,1.88,33.16,-63.41,35.07,-49.22,338,5,4,4.21,2.00,82.34,13.87,5.67,29.99,-87.00,33.84,-58.36,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,503.00,24.91,-147.26,0.00,4.70,2.00,4.15,2.08,-3.82,-3.82,1.57,0.00,5:59,rear end,2.58,82.34,323,5,3,10.22,2.50,82.34,2.06,0.52,24.91,-147.26,26.06,-138.71,322,5,3,4.21,2.00,82.34,4.15,1.57,23.23,-159.78,24.25,-152.16,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,509.00,24.56,-149.89,0.00,3.80,2.00,6.71,3.10,-3.93,-3.93,1.60,-0.05,6:00,rear end,5.20,82.31,322,5,3,4.21,2.00,82.34,3.60,1.60,24.56,-149.89,25.05,-146.23,344,5,3,4.61,1.95,82.30,6.71,1.50,23.26,-159.46,24.14,-152.98,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,520.00,31.35,-76.88,0.00,3.80,3.00,11.55,6.45,-3.40,-3.40,4.07,0.00,5:59,rear end,7.48,82.34,347,5,4,6.04,2.40,82.34,5.10,2.37,31.35,-76.88,32.13,-71.09,349,5,4,4.21,2.00,82.34,11.55,4.07,28.07,-101.25,31.17,-78.17,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,520.00,29.39,-91.41,0.00,3.50,2.00,11.69,3.39,-3.82,-3.82,1.75,0.00,6:00,rear end,10.04,82.34,349,5,4,4.21,2.00,82.34,8.29,1.75,29.39,-91.41,31.17,-78.17,350,5,4,4.61,1.95,82.34,11.69,1.64,26.02,-116.51,30.33,-84.45,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,541.00,138.65,-28.72,0.00,2.50,3.00,10.90,10.90,-1.57,-1.57,7.99,1.31,5:57,rear end,7.99,169.75,629,10003,1,4.64,2.00,168.45,0.00,7.99,138.65,-28.72,129.98,-26.95,630,3,2,10.22,2.50,169.75,10.90,2.91,188.05,-37.45,142.99,-29.30,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,492.00,-36.23,3.50,0.00,0.00,0.00,2.72,2.47,-0.13,-1.00,1.33,9.25,5:42,rear end,1.14,346.53,66,7,1,4.92,2.34,337.31,0.01,1.14,-36.44,3.59,-36.23,3.50,67,7,2,4.76,2.07,346.56,2.48,1.33,-43.65,7.30,-39.63,6.34,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,491.00,39.68,-37.38,0.00,0.00,0.00,3.25,2.97,-0.55,-0.55,2.03,17.20,5:26,rear end,2.32,83.02,274,5,3,7.93,2.55,82.34,3.25,0.93,38.90,-43.20,39.68,-37.38,324,5,4,4.64,2.00,99.54,0.29,2.03,38.10,-33.35,38.08,-33.20,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,545.00,96.11,-20.08,0.00,3.90,1.00,7.62,2.46,-4.18,-4.18,1.87,-3.07,6:06,rear end,5.76,171.50,626,9,1,12.14,2.55,172.48,5.17,0.59,96.11,-20.08,84.59,-18.56,627,10003,1,4.76,2.07,169.41,7.61,1.87,110.75,-22.79,95.09,-19.86,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,497.00,40.04,-41.94,0.00,0.00,0.00,2.60,2.60,-0.91,-0.91,1.64,-31.87,7:04,lane change,1.64,102.94,282,5,3,4.21,2.00,134.82,0.00,1.64,40.04,-41.94,40.04,-41.94,326,5,1,5.97,2.41,102.94,2.60,0.96,43.76,-47.49,43.24,-45.22,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,547.00,97.88,-20.24,0.00,3.70,2.00,8.28,4.85,-3.10,-4.46,2.50,-3.44,6:07,rear end,5.78,170.08,627,9,1,4.76,2.07,172.46,3.43,2.35,97.88,-20.24,90.42,-19.25,629,10003,1,4.64,2.00,169.02,8.28,2.50,111.04,-22.85,96.47,-20.02,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,549.00,101.58,-20.79,0.00,3.10,3.00,5.84,5.12,-0.60,-4.75,3.75,-3.63,6:07,rear end,4.47,167.95,629,9,1,4.64,2.00,171.43,0.72,3.75,101.58,-20.79,96.47,-20.02,630,10003,1,10.22,2.50,167.80,5.84,1.37,115.38,-23.78,107.05,-21.98,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,550.00,39.15,-40.20,0.00,0.80,3.00,2.90,2.90,-7.42,-7.42,1.83,-12.58,6:25,rear end,1.83,82.34,282,5,3,4.21,2.00,94.92,0.00,1.83,39.15,-40.20,38.10,-28.04,280,5,3,5.97,2.41,82.34,2.90,1.07,38.32,-47.50,39.15,-41.34,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,552.00,49.34,8.49,0.00,0.00,0.00,16.42,0.79,1.91,1.91,0.54,-2.42,6:05,rear end,10.21,76.96,274,10004,1,7.93,2.55,77.76,10.00,0.25,44.13,-15.51,49.34,8.49,324,10012,1,4.64,2.00,75.34,10.66,0.54,41.98,-11.15,48.40,13.39,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,551.00,6.62,-5.98,0.00,0.60,3.00,8.70,4.69,-1.01,-7.37,2.53,-3.66,6:07,rear end,6.54,349.89,65,10,1,4.76,2.07,352.51,4.02,2.53,3.84,-5.61,9.11,-6.30,66,10008,1,4.92,2.34,348.85,8.70,2.16,-17.66,-1.48,2.47,-5.45,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,552.00,37.37,-54.57,0.00,2.40,3.00,1.84,1.84,-7.12,-7.12,0.93,0.00,6:00,rear end,0.91,82.34,295,5,3,4.36,1.97,82.34,0.00,0.91,37.37,-54.57,38.35,-47.34,296,5,3,4.21,2.00,82.34,1.84,0.93,36.45,-61.46,36.96,-57.64,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,553.00,36.48,-61.22,0.00,3.20,3.00,0.81,0.81,0.00,0.00,0.43,0.00,6:00,rear end,0.38,82.34,296,5,3,4.21,2.00,82.34,0.00,0.38,36.48,-61.22,37.12,-56.49,303,5,3,4.01,1.85,82.34,0.81,0.43,35.59,-67.85,36.02,-64.65,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,505.00,42.61,-43.51,0.00,0.00,0.00,3.14,3.14,0.00,-1.20,1.84,-21.51,6:43,rear end,1.84,82.34,326,5,2,5.97,2.41,103.85,0.00,1.84,42.61,-43.51,42.61,-43.51,330,5,1,7.93,2.55,82.34,3.14,1.31,42.40,-62.22,44.01,-50.26,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,499.00,42.61,-43.51,0.00,0.00,0.00,4.02,1.17,-1.00,-1.00,0.68,-27.65,6:55,rear end,1.92,96.03,326,5,2,5.97,2.41,109.99,1.69,0.49,43.24,-45.22,42.61,-43.51,328,5,1,4.89,2.14,82.34,2.37,0.68,43.35,-55.12,44.25,-48.47,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,561.00,-16.82,-1.68,0.00,3.60,1.00,8.17,1.54,-6.01,-6.01,1.06,3.34,5:53,rear end,6.07,346.70,60,10008,1,7.93,2.55,345.47,5.60,0.48,-25.14,0.49,-14.44,-2.29,69,7,1,4.64,2.00,348.81,7.10,1.06,-43.33,3.84,-22.81,-0.22,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,556.00,39.09,-41.80,0.00,0.00,0.00,6.54,3.87,0.89,0.89,2.42,27.54,5:05,rear end,2.24,88.94,295,5,3,4.36,1.97,82.34,4.64,2.42,38.35,-47.34,39.09,-41.80,326,5,2,5.97,2.41,109.88,0.89,1.45,42.60,-43.09,41.96,-41.33,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,560.00,33.66,-59.70,0.00,4.50,2.00,7.46,2.27,-2.27,-2.27,1.17,0.00,6:00,rear end,6.36,82.34,349,5,4,4.21,2.00,82.34,5.19,1.17,33.66,-59.70,34.48,-53.57,350,5,4,4.61,1.95,82.34,7.46,1.10,31.90,-72.78,33.30,-62.38,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,557.00,23.93,-5.12,0.00,4.10,3.00,6.39,3.00,-1.59,-1.59,1.50,0.00,6:00,rear end,4.89,352.64,73,7,1,10.22,2.50,352.64,3.39,1.50,23.93,-5.12,28.72,-5.74,74,7,1,10.22,2.50,352.64,6.39,1.50,1.74,-2.26,14.09,-3.85,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,560.00,40.58,-38.07,0.00,0.40,1.00,2.95,2.45,-0.05,-1.00,1.41,-5.71,6:11,rear end,1.54,83.42,326,5,3,5.97,2.41,88.05,0.50,1.04,40.60,-38.19,41.43,-13.72,283,5,2,4.66,2.27,82.34,2.95,1.41,41.39,-47.20,41.97,-42.90,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,559.00,38.31,-47.57,0.00,3.80,3.00,4.83,2.87,-2.50,-2.50,1.52,0.00,6:00,rear end,3.31,82.34,296,5,3,4.21,2.00,82.34,1.97,1.34,38.31,-47.57,38.63,-45.22,303,5,3,4.01,1.85,82.34,4.83,1.52,37.02,-57.18,37.79,-51.48,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,561.00,35.44,-46.42,0.00,4.50,3.00,2.97,2.97,-2.21,-2.21,1.88,0.00,5:59,rear end,1.09,82.34,347,5,4,6.04,2.40,82.34,0.00,1.09,35.44,-46.42,37.24,-33.05,349,5,4,4.21,2.00,82.34,2.97,1.88,34.20,-55.66,34.98,-49.83,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,562.00,-22.81,-0.22,0.00,4.10,3.00,3.88,1.71,-4.82,-7.22,0.86,0.98,5:58,rear end,3.02,346.79,69,10008,1,4.64,2.00,346.17,2.16,0.86,-22.81,-0.22,-21.00,-0.66,79,10008,1,4.64,2.00,347.15,3.88,0.86,-30.39,1.60,-27.24,0.88,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,562.00,-38.31,5.61,0.00,4.30,2.00,1.18,0.47,-0.90,-0.90,0.23,3.91,5:52,rear end,0.95,323.07,70,7,2,4.92,2.34,320.64,0.72,0.23,-39.04,6.43,-35.14,3.23,72,7,3,4.92,2.34,324.54,1.18,0.23,-46.69,10.05,-42.58,7.13,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,564.00,-28.66,1.21,0.00,3.60,2.00,2.05,0.69,0.00,0.00,0.38,-12.43,6:25,rear end,1.78,338.86,79,10008,1,4.64,2.00,346.75,1.46,0.38,-28.66,1.21,-27.10,0.85,70,7,1,4.92,2.34,334.32,2.05,0.31,-37.01,4.51,-33.25,2.71,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,563.00,26.77,-110.92,0.00,2.00,3.00,10.59,10.59,-1.33,-1.33,7.92,0.00,5:59,rear end,7.92,82.34,358,5,4,4.33,1.99,82.34,0.00,7.92,26.77,-110.92,27.63,-104.53,362,5,4,10.22,2.50,82.34,10.59,2.68,19.63,-164.00,26.07,-116.15,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,562.00,36.51,-61.01,0.00,4.50,3.00,4.41,1.31,-1.58,-1.58,0.90,0.00,5:59,rear end,4.01,82.34,305,5,3,4.61,1.95,82.34,3.10,0.90,36.51,-61.01,36.96,-57.68,306,5,3,7.93,2.55,82.34,4.41,0.40,34.86,-73.25,35.78,-66.46,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,562.00,33.30,-62.38,0.00,4.40,2.00,6.20,3.04,-0.14,-2.55,1.54,0.00,5:59,rear end,4.71,82.34,350,5,4,4.61,1.95,82.34,3.16,1.54,33.30,-62.38,35.41,-46.70,351,5,4,4.64,2.00,82.34,6.20,1.50,31.71,-74.15,33.34,-62.09,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,563.00,-35.14,3.23,0.00,3.30,3.00,4.61,3.96,-0.14,-3.27,2.22,24.08,5:12,rear end,2.39,347.96,70,7,2,4.92,2.34,327.83,0.72,1.74,-39.04,6.43,-32.97,2.61,75,7,1,4.61,1.95,351.91,4.61,2.22,-54.48,5.20,-40.14,3.16,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,565.00,33.06,-64.16,0.00,4.60,3.00,3.67,2.56,-0.27,-0.90,1.36,0.00,6:00,rear end,2.47,82.34,351,5,4,4.64,2.00,82.34,1.11,1.36,32.90,-65.31,34.63,-52.44,353,5,4,4.66,2.27,82.34,3.67,1.20,31.18,-78.11,32.57,-67.75,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,565.00,25.55,-119.99,0.00,3.30,3.00,5.99,4.10,-1.26,-1.26,2.29,0.01,5:59,rear end,3.70,82.35,362,5,4,10.22,2.50,82.34,1.89,1.81,25.32,-121.70,27.30,-107.00,363,5,4,7.93,2.55,82.35,5.99,2.29,21.96,-146.75,25.35,-121.47,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,565.00,-42.58,7.13,0.00,1.50,2.00,3.49,2.41,-0.41,-1.25,1.35,19.17,5:22,lane change,2.17,346.86,72,7,3,4.92,2.34,333.47,1.18,1.05,-46.69,10.05,-39.21,6.32,80,7,2,4.40,2.04,352.64,3.49,1.35,-58.93,8.61,-46.92,7.06,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,567.00,29.76,-156.21,0.00,1.50,1.00,7.76,2.81,-3.17,-3.67,2.18,0.00,6:00,rear end,5.59,82.34,364,5,1,10.22,2.50,82.34,4.95,0.64,29.76,-156.21,31.03,-146.77,367,5,1,3.75,1.99,82.34,7.76,2.18,28.20,-167.82,29.63,-157.19,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,569.00,26.68,-134.09,0.00,3.70,3.00,1.77,0.72,0.00,0.00,0.54,0.00,6:00,rear end,1.23,82.34,323,5,3,10.22,2.50,82.34,1.05,0.18,26.68,-134.09,27.97,-124.53,322,5,3,4.21,2.00,82.34,1.77,0.54,25.22,-144.95,26.09,-138.46,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,570.00,41.79,-66.72,0.00,3.50,2.00,2.50,1.12,-0.62,-0.62,0.77,0.00,6:00,rear end,2.16,82.34,337,5,1,4.61,1.95,82.34,1.38,0.77,41.79,-66.72,42.54,-61.20,339,5,1,7.93,2.55,82.34,2.50,0.34,40.46,-76.66,41.01,-72.55,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,567.00,24.43,-128.32,0.00,3.80,1.00,13.68,7.69,-3.02,-4.64,5.62,-0.01,6:00,rear end,8.06,82.35,363,5,4,7.93,2.55,82.35,5.99,2.07,21.96,-146.75,25.74,-118.56,366,5,4,3.75,1.99,82.34,13.68,5.62,16.67,-186.06,24.51,-127.75,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,569.00,-45.44,7.43,0.00,3.30,3.00,3.07,3.07,-2.56,-2.56,1.89,-24.04,6:48,lane change,1.89,343.45,80,7,2,4.40,2.04,7.49,0.00,1.89,-45.60,6.89,-34.51,8.35,82,7,2,5.97,2.41,343.45,3.07,1.18,-55.95,9.56,-49.10,7.53,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,567.00,36.90,-35.54,0.00,3.70,3.00,5.77,3.30,-2.70,-2.70,1.70,0.00,5:59,rear end,4.18,82.34,349,5,4,4.21,2.00,82.34,2.48,1.70,36.90,-35.54,37.24,-33.03,350,5,4,4.61,1.95,82.34,5.77,1.60,35.41,-46.70,36.37,-39.51,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,571.00,31.80,-73.48,0.00,3.50,1.00,7.82,2.65,0.00,0.00,1.35,0.00,6:00,rear end,3.99,82.34,355,5,4,4.61,1.95,82.34,2.69,1.30,31.30,-77.26,32.58,-67.69,358,5,4,4.33,1.99,82.34,5.34,1.35,29.50,-90.64,31.42,-76.37,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,569.00,40.98,-38.75,0.00,3.40,3.00,2.50,1.58,-0.01,-1.00,1.12,-35.51,7:11,lane change,2.12,88.85,283,5,3,4.66,2.27,117.85,1.41,1.12,40.98,-38.75,40.31,-37.48,284,5,2,10.22,2.50,82.34,2.50,0.46,40.86,-51.19,41.58,-45.77,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,569.00,35.99,-42.32,0.00,3.50,3.00,5.51,2.42,-2.77,-2.77,1.23,0.00,6:00,rear end,4.30,82.34,350,5,4,4.61,1.95,82.34,3.07,1.23,35.99,-42.32,36.40,-39.28,351,5,4,4.64,2.00,82.34,5.49,1.19,33.90,-57.89,35.43,-46.54,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,574.00,27.09,-108.57,0.00,3.50,1.00,3.59,1.11,-0.91,-0.91,0.81,0.00,6:00,rear end,2.78,82.34,363,5,4,7.93,2.55,82.34,2.48,0.30,27.09,-108.57,27.58,-104.91,366,5,4,3.75,1.99,82.34,3.59,0.81,25.95,-117.06,26.36,-113.95,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,571.00,29.04,-161.57,0.00,0.70,3.00,13.60,5.84,-4.41,-4.75,3.38,0.00,5:59,rear end,11.14,82.34,367,5,1,3.75,1.99,82.34,7.76,3.38,28.20,-167.82,29.81,-155.83,369,5,1,4.94,2.07,82.34,13.60,2.46,23.97,-199.30,29.00,-161.88,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,572.00,33.13,-108.67,0.00,3.80,3.00,3.85,2.48,-1.69,-1.69,2.13,0.00,6:00,rear end,1.71,82.34,297,5,2,18.12,2.55,82.34,1.37,0.34,33.13,-108.67,33.39,-106.71,311,5,2,4.01,1.85,82.34,3.85,2.13,30.99,-124.60,31.66,-119.56,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,572.00,44.70,-45.13,0.00,3.40,3.00,3.51,1.52,-1.15,-1.15,0.81,0.00,6:00,rear end,2.71,82.34,332,5,1,4.21,2.00,82.34,2.00,0.71,44.70,-45.13,44.96,-43.16,333,5,1,4.01,1.85,82.34,3.51,0.81,43.44,-54.45,44.26,-48.38,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,573.00,28.29,-122.14,0.00,3.70,3.00,4.56,2.71,-2.48,-2.48,2.04,0.00,6:00,rear end,2.52,82.34,323,5,3,10.22,2.50,82.34,1.85,0.67,28.29,-122.14,28.55,-120.17,322,5,3,4.21,2.00,82.34,4.56,2.04,26.68,-134.10,27.35,-129.14,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,574.00,42.94,-58.21,0.00,0.80,2.00,4.53,1.68,-1.42,-1.42,1.17,0.00,6:00,rear end,4.01,82.34,337,5,1,4.61,1.95,82.34,2.85,1.17,42.94,-58.21,43.37,-54.97,339,5,1,7.93,2.55,82.34,4.53,0.52,41.45,-69.30,42.30,-62.98,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,573.00,-49.10,7.53,0.00,3.50,3.00,5.58,3.66,-0.70,-2.75,2.31,-13.16,6:26,lane change,3.31,342.51,82,7,2,5.97,2.41,350.69,2.00,1.35,-49.10,7.53,-46.96,7.17,83,7,3,4.21,2.00,337.52,5.58,2.31,-60.27,10.94,-53.78,8.26,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,574.00,25.95,-117.06,0.00,4.80,3.00,7.92,4.08,-4.88,-4.88,3.15,0.00,6:00,rear end,6.75,82.34,366,5,4,3.75,1.99,82.34,3.59,3.15,25.95,-117.06,27.98,-101.92,368,5,4,10.22,2.50,82.34,7.67,0.92,23.17,-137.68,25.74,-118.58,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,575.00,41.96,-65.51,0.00,3.50,3.00,4.77,0.89,-0.01,-4.30,0.63,0.00,5:59,rear end,2.85,82.34,339,5,1,7.93,2.55,82.34,3.11,0.26,41.96,-65.51,42.34,-62.62,341,5,1,4.21,2.00,82.34,2.22,0.63,40.08,-79.45,41.18,-71.32,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,578.00,39.27,-85.47,0.00,3.60,2.00,4.65,0.32,-0.23,-2.08,0.23,0.00,5:59,rear end,2.45,82.34,343,5,1,10.22,2.50,82.34,2.36,0.09,39.27,-85.47,40.24,-78.26,345,5,1,4.76,2.07,82.34,2.69,0.23,37.78,-96.57,38.94,-87.92,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,577.00,24.68,-148.95,0.00,3.90,2.00,6.13,1.99,-2.87,-2.87,1.00,-0.01,6:00,rear end,3.20,82.33,346,5,3,4.76,2.07,82.34,2.20,1.00,24.68,-148.95,25.57,-142.38,352,5,3,4.76,2.07,82.33,4.20,1.00,22.93,-161.96,24.67,-149.03,1.00,99.00,99.00,
Intersection_1_001-rs-w-jrude6.trj,578.00,29.49,-90.69,0.00,3.70,2.00,6.01,2.80,-2.45,-2.45,2.05,0.00,5:59,rear end,3.97,82.34,363,5,4,7.93,2.55,82.34,3.21,0.75,29.49,-90.69,30.16,-85.73,366,5,4,3.75,1.99,82.34,6.01,2.05,27.98,-101.92,29.14,-93.28,1.00,99.00,99.00,
