trjFile,tMinTTC,xMinPET,yMinPET,zMinPET,TTC,PET,MaxS,DeltaS,DR,MaxD,MaxDeltaV,ConflictAngle,ClockAngle,ConflictType,PostCrashV,PostCrashHeading,FirstVID,FirstLink,FirstLane,FirstLength,FirstWidth,FirstHeading,FirstVMinTTC,FirstDeltaV,xFirstCSP,yFirstCSP,xFirstCEP,yFirstCEP,SecondVID,SecondLink,SecondLane,SecondLength,SecondWidth,SecondHeading,SecondVMinTTC,SecondDeltaV,xSecondCSP,ySecondCSP,xSecondCEP,ySecondCEP,P(UEA),mTTC,mPET,
Intersection_1_001.trj,144.00,82.51,-18.28,0.00,3.80,2.00,9.55,5.76,-4.48,-4.48,2.93,-0.29,6:01,rear end,6.62,172.75,393,9,1,4.64,2.00,172.96,3.79,2.83,82.51,-18.28,74.71,-17.31,394,9,1,4.61,1.95,172.67,9.55,2.93,96.38,-20.05,84.52,-18.53,1.00,99.00,99.00,
Intersection_1_001.trj,142.00,42.60,-60.72,0.00,3.70,2.00,12.20,2.75,-3.43,-3.43,1.57,0.00,5:59,rear end,11.01,82.34,69,5,1,3.75,1.99,82.34,9.44,1.57,42.60,-60.72,44.69,-45.21,70,5,1,4.76,2.07,82.34,12.20,1.19,40.52,-76.19,43.92,-50.87,1.00,99.00,99.00,
Intersection_1_001.trj,146.00,60.65,7.27,0.00,2.40,3.00,9.42,9.42,-1.28,-1.28,6.96,-0.03,6:00,rear end,6.96,262.08,696,1,3,4.61,1.95,262.10,0.00,6.96,60.65,7.27,59.16,-3.47,697,1,3,10.22,2.50,262.08,9.42,2.45,67.11,53.63,61.26,11.59,1.00,99.00,99.00,
Intersection_1_001.trj,148.00,84.52,-18.53,0.00,3.60,2.00,7.23,2.98,-0.42,-7.04,1.49,-0.48,6:01,rear end,5.74,172.65,394,9,1,4.61,1.95,172.96,4.25,1.49,84.52,-18.53,76.08,-17.48,395,9,1,4.61,1.95,172.48,7.23,1.49,101.52,-20.78,83.17,-18.36,1.00,99.00,99.00,
Intersection_1_001.trj,153.00,51.61,24.43,0.00,0.00,0.00,14.21,0.74,1.46,1.46,0.40,-3.99,6:08,rear end,7.76,77.15,56,10004,1,4.21,2.00,78.95,8.00,0.35,42.75,-20.92,51.61,24.43,57,10012,1,4.01,1.85,74.96,7.49,0.40,39.55,-21.14,50.99,21.42,1.00,99.00,99.00,
Intersection_1_001.trj,151.00,100.30,-20.66,0.00,1.50,2.00,7.57,2.34,-5.25,-5.38,1.65,-3.81,6:08,rear end,5.94,170.65,398,9,1,7.93,2.55,172.07,5.27,0.69,100.30,-20.66,90.46,-19.29,397,10003,1,4.21,2.00,168.27,7.57,1.65,115.01,-23.71,98.61,-20.30,1.00,99.00,99.00,
Intersection_1_001.trj,151.00,102.78,-21.05,0.00,3.50,3.00,8.10,5.78,-2.54,-2.54,3.34,-1.89,6:04,rear end,5.66,168.08,397,10003,1,4.21,2.00,169.64,2.32,3.34,102.78,-21.05,98.98,-20.36,396,10003,1,4.92,2.34,167.76,8.10,2.45,119.45,-24.67,106.29,-21.81,1.00,99.00,99.00,
Intersection_1_001.trj,158.00,28.43,-98.62,0.00,3.80,3.00,10.88,3.99,-0.24,-3.59,2.13,-0.01,6:00,rear end,9.02,82.35,73,5,4,4.36,1.97,82.35,6.89,2.13,27.68,-104.17,30.89,-80.27,74,5,4,4.76,2.07,82.34,10.88,1.86,24.28,-129.44,29.00,-94.30,1.00,99.00,99.00,
Intersection_1_001.trj,160.00,28.26,-99.84,0.00,2.10,3.00,6.86,2.78,-1.59,-1.59,1.87,0.00,6:00,rear end,5.96,82.34,74,5,4,4.76,2.07,82.34,4.09,1.87,27.70,-104.01,29.86,-87.96,78,5,4,7.93,2.55,82.34,6.86,0.91,24.94,-124.56,27.73,-103.77,1.00,99.00,99.00,
Intersection_1_001.trj,158.00,24.94,-124.56,0.00,3.70,2.00,13.55,6.69,-3.11,-3.11,4.44,1.99,5:56,rear end,9.11,83.34,78,5,4,7.93,2.55,82.34,6.86,2.25,24.94,-124.56,27.73,-103.77,79,5,4,4.94,2.07,84.33,13.55,4.44,22.79,-149.07,26.02,-116.51,1.00,99.00,99.00,
Intersection_1_001.trj,157.00,122.41,-25.31,0.00,3.60,3.00,5.10,3.20,-2.46,-2.46,1.90,0.34,5:59,rear end,3.20,168.06,400,10003,1,5.97,2.41,167.84,1.90,1.30,122.41,-25.31,119.44,-24.67,401,10003,1,4.76,2.07,168.18,5.10,1.90,135.66,-28.12,126.54,-26.21,1.00,99.00,99.00,
Intersection_1_001.trj,162.00,157.41,-31.29,0.00,3.40,2.00,13.95,4.90,-1.34,-5.11,2.59,-3.12,6:06,lane change,11.65,170.22,403,3,1,4.76,2.07,172.19,9.08,2.59,157.41,-31.29,139.65,-28.86,404,3,2,4.84,2.29,169.08,13.95,2.31,179.84,-36.20,146.42,-29.75,1.00,99.00,99.00,
Intersection_1_001.trj,169.00,32.71,-66.72,0.00,3.70,1.00,10.76,1.86,-0.13,-4.11,1.24,0.00,5:59,rear end,9.53,82.34,78,5,4,7.93,2.55,82.34,8.90,0.63,32.71,-66.72,35.61,-45.14,79,5,4,4.94,2.07,82.34,10.76,1.24,30.61,-82.38,34.42,-54.03,1.00,99.00,99.00,
Intersection_1_001.trj,171.00,36.42,-39.13,0.00,4.00,3.00,8.90,5.54,-2.23,-2.23,3.72,0.00,6:00,rear end,7.09,82.34,74,5,4,4.76,2.07,82.34,3.36,3.72,36.02,-42.12,37.23,-33.15,78,5,4,7.93,2.55,82.34,8.90,1.81,32.71,-66.72,36.13,-41.30,1.00,99.00,99.00,
Intersection_1_001.trj,184.00,30.11,-86.16,0.00,3.70,2.00,13.10,5.17,-3.21,-3.21,2.71,-0.02,6:00,rear end,10.38,82.35,84,5,4,4.94,2.07,82.37,7.92,2.46,30.11,-86.16,32.10,-71.27,85,5,4,4.64,2.00,82.34,13.10,2.71,27.23,-107.49,31.21,-77.88,1.00,99.00,99.00,
Intersection_1_001.trj,224.00,76.18,-17.50,0.00,4.20,2.00,10.24,4.58,-4.03,-4.03,2.64,-0.10,6:00,rear end,7.60,172.92,396,9,1,4.92,2.34,172.98,5.66,1.94,76.18,-17.50,70.71,-16.82,399,9,1,4.21,2.00,172.88,10.24,2.64,92.33,-19.51,79.66,-17.92,1.00,99.00,99.00,
Intersection_1_001.trj,225.00,92.08,-19.50,0.00,3.70,2.00,8.87,2.99,-3.24,-3.24,1.77,-1.78,6:04,rear end,7.10,171.81,400,9,1,5.97,2.41,172.71,5.89,1.21,92.08,-19.50,84.57,-18.54,401,10003,1,4.76,2.07,170.93,8.87,1.77,105.34,-21.61,91.28,-19.37,1.00,99.00,99.00,
Intersection_1_001.trj,230.00,38.79,-40.05,0.00,4.40,2.00,3.20,1.62,-1.17,-1.17,1.26,-13.40,6:27,rear end,2.00,90.95,87,5,3,10.22,2.50,95.74,1.67,0.37,39.09,-41.81,38.10,-31.96,91,5,3,4.01,1.85,82.34,3.20,1.26,37.48,-53.75,38.51,-46.11,1.00,99.00,99.00,
Intersection_1_001.trj,227.00,98.22,-20.30,0.00,3.60,2.00,8.00,2.42,-3.91,-3.91,1.21,-4.04,6:08,rear end,6.81,170.00,401,9,1,4.76,2.07,172.37,5.63,1.21,98.22,-20.30,91.28,-19.37,402,10003,1,4.76,2.07,168.33,8.00,1.21,115.98,-23.93,98.29,-20.27,1.00,99.00,99.00,
Intersection_1_001.trj,228.00,102.26,-20.94,0.00,3.70,3.00,7.96,3.88,-3.30,-3.30,1.94,-2.70,6:05,rear end,6.02,168.66,402,10003,1,4.76,2.07,170.44,4.09,1.94,102.26,-20.94,98.35,-20.28,403,10003,1,4.76,2.07,167.74,7.96,1.94,116.42,-24.02,105.71,-21.69,1.00,99.00,99.00,
Intersection_1_001.trj,230.00,110.26,-22.68,0.00,3.60,2.00,8.92,4.26,-3.06,-3.06,2.25,0.07,5:59,rear end,6.91,167.78,403,10003,1,4.76,2.07,167.74,4.66,2.25,110.26,-22.68,105.71,-21.69,404,10003,1,4.84,2.29,167.81,8.92,2.00,126.43,-26.18,114.79,-23.66,1.00,99.00,99.00,
Intersection_1_001.trj,234.00,146.84,-32.81,0.00,4.10,2.00,2.89,1.52,-0.41,-1.02,1.07,14.19,5:32,lane change,1.87,164.82,411,3,2,7.93,2.55,158.41,1.46,0.45,146.84,-32.81,141.32,-30.63,413,3,2,4.21,2.00,172.60,2.89,1.07,157.03,-34.14,152.81,-33.59,1.00,99.00,99.00,
Intersection_1_001.trj,239.00,37.74,-29.33,0.00,0.00,0.00,8.44,2.96,-1.00,-1.00,1.64,11.49,5:37,rear end,4.03,85.44,82,5,4,4.64,2.00,82.34,5.33,1.32,34.81,-51.11,37.74,-29.33,91,5,3,4.01,1.85,93.83,2.46,1.64,39.42,-39.32,38.54,-26.14,1.00,99.00,99.00,
Intersection_1_001.trj,234.00,126.05,-26.20,0.00,3.60,2.00,6.65,2.79,-3.23,-3.23,1.87,2.29,5:55,rear end,4.69,168.26,410,10003,1,7.93,2.55,167.21,3.78,0.91,126.05,-26.20,119.86,-24.80,405,3,1,4.76,2.07,169.50,6.56,1.87,142.76,-29.26,128.11,-26.55,1.00,99.00,99.00,
Intersection_1_001.trj,239.00,213.03,-41.41,0.00,4.50,2.00,11.60,5.16,-2.67,-3.77,3.99,-5.94,6:12,lane change,10.45,167.49,418,3,2,3.75,1.99,172.60,6.52,3.99,213.03,-41.41,200.98,-39.84,420,3,3,10.22,2.50,166.66,11.60,1.17,230.03,-45.83,213.31,-41.86,1.00,99.00,99.00,
Intersection_1_001.trj,238.00,139.05,-29.47,0.00,3.80,2.00,4.03,2.13,-3.90,-3.90,1.56,9.30,5:41,rear end,2.50,167.29,411,10003,1,7.93,2.55,163.27,1.95,0.57,139.05,-29.47,136.72,-28.77,406,3,1,3.75,1.99,172.57,4.03,1.56,151.06,-30.34,145.00,-29.55,1.00,99.00,99.00,
Intersection_1_001.trj,240.00,37.89,-28.19,0.00,3.50,3.00,5.16,4.63,-0.68,-0.68,2.82,-56.90,7:54,lane change,3.41,88.70,82,5,4,4.64,2.00,139.24,1.15,2.82,37.74,-29.33,27.64,-20.63,83,5,4,6.04,2.40,82.34,5.16,1.81,34.92,-50.29,37.73,-29.38,1.00,99.00,99.00,
Intersection_1_001.trj,239.00,150.17,-33.25,0.00,3.80,2.00,4.87,1.42,-1.00,-1.43,1.00,0.00,6:00,rear end,4.45,172.60,413,3,2,4.21,2.00,172.60,3.45,1.00,150.17,-33.25,143.86,-32.43,414,3,2,7.93,2.55,172.60,4.87,0.42,161.70,-34.74,151.71,-33.45,1.00,99.00,99.00,
Intersection_1_001.trj,239.00,32.53,-90.62,0.00,4.30,3.00,12.84,6.87,-1.07,-2.98,3.54,0.13,5:59,rear end,9.51,82.43,99,5,3,4.64,2.00,82.34,5.97,3.54,32.53,-90.62,35.84,-65.98,102,5,3,4.76,2.07,82.47,12.84,3.33,28.06,-124.63,34.31,-77.35,1.00,99.00,99.00,
Intersection_1_001.trj,243.00,185.04,-34.75,0.00,2.70,2.00,4.46,3.42,-0.52,-1.53,2.21,0.00,5:59,rear end,3.25,172.60,416,3,1,4.84,2.29,172.60,1.04,2.21,186.14,-34.89,176.90,-33.69,417,3,1,7.93,2.55,172.60,4.46,1.21,200.90,-36.81,187.86,-35.12,1.00,99.00,99.00,
Intersection_1_001.trj,242.00,160.63,-31.58,0.00,3.90,3.00,4.59,2.67,-1.76,-1.76,1.88,0.01,5:59,rear end,2.71,172.60,409,3,1,7.93,2.55,172.59,1.92,0.79,160.63,-31.58,158.30,-31.28,412,3,1,4.21,2.00,172.60,4.59,1.88,172.77,-33.16,166.46,-32.34,1.00,99.00,99.00,
Intersection_1_001.trj,247.00,32.61,-67.47,0.00,4.60,2.00,3.74,1.12,0.00,0.00,0.94,0.00,6:00,rear end,2.80,82.34,86,5,4,18.12,2.55,82.35,2.62,0.18,32.61,-67.47,33.25,-62.76,89,5,4,4.61,1.95,82.34,3.74,0.94,30.37,-84.17,31.36,-76.76,1.00,99.00,99.00,
Intersection_1_001.trj,247.00,34.86,-50.72,0.00,2.20,3.00,4.60,1.13,-0.85,-0.85,0.94,0.00,5:59,rear end,3.66,82.35,85,5,4,4.64,2.00,82.34,4.60,0.94,34.57,-52.92,36.28,-40.18,86,5,4,18.12,2.55,82.35,3.47,0.19,31.75,-73.92,33.60,-60.09,1.00,99.00,99.00,
Intersection_1_001.trj,248.00,25.90,-117.42,0.00,4.50,2.00,4.56,1.97,0.00,0.00,1.01,-0.01,6:00,rear end,3.60,82.34,95,5,4,4.33,1.99,82.35,2.59,1.01,25.90,-117.42,26.59,-112.29,98,5,4,4.61,1.95,82.34,4.56,0.97,24.50,-127.84,25.71,-118.80,1.00,99.00,99.00,
Intersection_1_001.trj,249.00,35.21,-70.67,0.00,3.60,1.00,7.72,5.25,-1.00,-7.67,2.83,0.00,6:00,rear end,2.71,82.34,102,5,3,4.76,2.07,82.34,0.28,2.42,35.12,-71.31,35.40,-69.22,103,5,3,4.21,2.00,82.34,5.53,2.83,31.40,-98.96,34.64,-74.90,1.00,99.00,99.00,
Intersection_1_001.trj,248.00,184.23,-37.68,0.00,3.50,3.00,12.13,8.91,-4.62,-4.62,6.53,-3.23,6:06,rear end,5.60,170.67,420,3,2,10.22,2.50,172.53,3.22,2.38,184.23,-37.68,180.24,-37.16,421,3,2,4.64,2.00,169.31,12.13,6.53,209.32,-42.03,190.91,-38.56,1.00,99.00,99.00,
Intersection_1_001.trj,253.00,29.20,-92.83,0.00,5.00,2.00,3.51,1.80,0.00,0.00,0.96,0.00,6:00,rear end,2.55,82.34,94,5,4,4.76,2.07,82.34,1.71,0.84,29.20,-92.83,29.61,-89.80,95,5,4,4.33,1.99,82.34,3.51,0.96,27.68,-104.13,28.62,-97.17,1.00,99.00,99.00,
Intersection_1_001.trj,253.00,34.65,-74.85,0.00,4.20,3.00,3.88,3.82,-2.07,-2.07,2.13,0.00,6:00,rear end,2.18,82.34,103,5,3,4.21,2.00,82.34,0.05,2.13,34.65,-74.85,35.40,-69.28,104,5,3,4.66,2.27,82.34,3.88,1.70,33.10,-86.36,34.11,-78.83,1.00,99.00,99.00,
Intersection_1_001.trj,258.00,28.87,-95.31,0.00,1.80,2.00,5.54,0.58,-1.90,-1.90,0.29,0.00,6:00,rear end,3.22,82.34,95,5,4,4.33,1.99,82.34,3.51,0.29,28.62,-97.17,29.71,-89.07,98,5,4,4.61,1.95,82.34,2.94,0.28,26.15,-115.54,28.62,-97.20,1.00,99.00,99.00,
Intersection_1_001.trj,258.00,32.02,-71.84,0.00,3.90,3.00,3.43,1.56,-2.44,-2.44,1.13,0.00,6:00,rear end,2.31,82.34,90,5,4,10.22,2.50,82.34,1.87,0.44,32.02,-71.84,32.40,-69.05,94,5,4,4.76,2.07,82.34,3.43,1.13,30.26,-84.98,31.10,-78.69,1.00,99.00,99.00,
Intersection_1_001.trj,260.00,33.30,-84.87,0.00,3.80,3.00,6.89,2.83,-2.21,-2.21,1.55,0.00,5:59,rear end,5.61,82.34,105,5,3,3.75,1.99,82.34,4.06,1.55,33.30,-84.87,33.84,-80.87,106,5,3,4.40,2.04,82.34,6.89,1.28,31.30,-99.73,32.86,-88.13,1.00,99.00,99.00,
Intersection_1_001.trj,269.00,30.65,-105.65,0.00,3.40,3.00,13.85,5.95,-3.30,-3.30,3.07,-0.61,6:01,rear end,10.79,82.57,108,5,3,4.76,2.07,82.95,7.90,2.89,30.65,-105.65,32.14,-93.55,109,5,3,4.64,2.00,82.34,13.85,3.07,26.99,-131.80,31.32,-99.58,1.00,99.00,99.00,
Intersection_1_001.trj,276.00,203.45,-37.14,0.00,3.60,2.00,8.55,3.37,-4.27,-4.27,1.83,-0.61,6:01,rear end,6.71,172.25,428,3,1,4.84,2.29,172.60,5.17,1.54,203.45,-37.14,196.46,-36.23,429,3,1,4.64,2.00,171.99,8.55,1.83,221.75,-39.73,202.82,-37.06,1.00,99.00,99.00,
Intersection_1_001.trj,281.00,27.50,-128.03,0.00,3.60,3.00,12.84,5.29,-0.09,-4.38,3.09,-0.01,6:00,rear end,8.12,82.34,112,5,3,7.93,2.55,82.34,5.92,2.20,27.50,-128.03,29.37,-114.11,113,5,3,5.97,2.41,82.34,11.21,3.09,22.15,-167.75,28.23,-122.60,1.00,99.00,99.00,
Intersection_1_001.trj,289.00,179.31,-40.05,0.00,3.60,3.00,12.56,8.18,-1.00,-3.13,5.77,0.00,6:00,rear end,6.79,172.60,433,3,3,7.93,2.55,172.60,4.38,2.41,183.04,-40.54,174.34,-39.41,434,3,3,4.21,2.00,172.60,12.56,5.77,218.28,-45.12,182.39,-40.46,1.00,99.00,99.00,
Intersection_1_001.trj,290.00,196.40,-42.28,0.00,3.40,3.00,13.89,5.45,-4.45,-4.45,2.90,0.00,5:59,rear end,10.99,172.60,434,3,3,4.21,2.00,172.60,8.43,2.55,196.40,-42.28,182.39,-40.46,435,3,3,4.01,1.85,172.60,13.89,2.90,226.67,-46.21,188.13,-41.20,1.00,99.00,99.00,
Intersection_1_001.trj,295.00,80.42,-18.02,0.00,4.70,2.00,2.97,0.23,-0.03,-0.03,0.14,-0.05,6:00,rear end,2.83,172.96,400,9,1,5.97,2.41,172.98,2.74,0.09,80.42,-18.02,70.21,-16.76,401,9,1,4.76,2.07,172.93,2.97,0.14,89.81,-19.18,82.64,-18.29,1.00,99.00,99.00,
Intersection_1_001.trj,306.00,60.87,8.91,0.00,2.90,2.00,4.03,2.37,-1.55,-1.55,1.60,-12.55,6:25,rear end,3.27,264.09,701,1,3,4.76,2.07,274.48,1.73,1.60,60.87,8.91,61.52,0.63,702,1,3,7.93,2.55,261.93,4.03,0.78,62.75,22.11,61.75,15.03,1.00,99.00,99.00,
Intersection_1_001.trj,306.00,157.32,-31.15,0.00,4.20,3.00,0.79,0.50,-0.11,-0.11,0.35,0.00,5:59,rear end,0.43,172.60,409,3,1,7.93,2.55,172.60,0.29,0.15,157.32,-31.15,150.35,-30.24,412,3,1,4.21,2.00,172.60,0.79,0.35,165.79,-32.25,162.54,-31.83,1.00,99.00,99.00,
Intersection_1_001.trj,308.00,164.28,-32.05,0.00,4.00,3.00,1.23,0.55,0.00,0.00,0.31,0.00,6:00,rear end,0.99,172.60,412,3,1,4.21,2.00,172.60,0.67,0.31,164.28,-32.05,156.00,-30.98,416,3,1,4.84,2.29,172.60,1.23,0.24,171.91,-33.04,167.27,-32.44,1.00,99.00,99.00,
Intersection_1_001.trj,306.00,73.43,-17.16,0.00,3.70,3.00,7.08,3.68,-2.00,-2.00,2.38,-0.26,6:01,rear end,5.78,172.78,404,9,1,4.84,2.29,172.99,3.40,2.38,73.43,-17.16,69.85,-16.72,410,9,1,7.93,2.55,172.72,7.08,1.30,92.16,-19.53,79.61,-17.93,1.00,99.00,99.00,
Intersection_1_001.trj,311.00,100.99,-20.75,0.00,3.70,2.00,7.69,4.09,-2.48,-2.48,2.99,-3.98,6:08,rear end,4.71,169.97,411,9,1,7.93,2.55,171.72,3.62,1.10,100.99,-20.75,94.87,-19.86,406,10003,1,3.75,1.99,167.74,7.69,2.99,115.95,-23.92,102.58,-21.01,1.00,99.00,99.00,
Intersection_1_001.trj,315.00,161.01,-31.63,0.00,3.20,3.00,3.22,2.19,-0.93,-0.93,1.41,0.00,6:00,rear end,2.45,172.60,416,3,1,4.84,2.29,172.60,1.04,1.41,161.97,-31.75,151.34,-30.37,417,3,1,7.93,2.55,172.60,3.22,0.77,175.87,-33.56,166.86,-32.39,1.00,99.00,99.00,
Intersection_1_001.trj,311.00,24.83,-127.98,0.00,0.00,0.00,10.40,10.40,-1.17,-1.17,7.35,-13.42,6:27,rear end,7.35,83.90,116,5,4,4.66,2.27,97.32,0.00,7.35,24.83,-127.98,24.83,-127.98,122,5,3,10.22,2.50,83.90,10.40,3.05,21.62,-181.37,26.60,-134.71,1.00,99.00,99.00,
Intersection_1_001.trj,314.00,24.85,-147.72,0.00,3.80,2.00,8.93,4.19,-3.70,-3.70,3.15,8.58,5:43,lane change,7.91,89.62,123,5,3,4.21,2.00,82.35,4.86,3.15,24.85,-147.72,25.56,-142.47,126,5,2,10.22,2.50,90.92,8.93,1.04,24.77,-165.63,24.58,-154.14,1.00,99.00,99.00,
Intersection_1_001.trj,314.00,105.66,-21.68,0.00,4.00,3.00,7.82,4.84,-4.02,-4.02,2.57,0.02,5:59,rear end,5.55,167.75,406,10003,1,3.75,1.99,167.74,2.98,2.57,105.66,-21.68,102.61,-21.02,408,10003,1,4.21,2.00,167.76,7.82,2.27,125.11,-25.90,109.34,-22.48,1.00,99.00,99.00,
Intersection_1_001.trj,318.00,187.08,-35.01,0.00,2.70,3.00,3.97,3.73,-5.82,-5.82,2.03,-0.01,6:00,rear end,1.94,172.59,428,3,1,4.84,2.29,172.60,0.24,1.70,187.22,-35.03,182.77,-34.45,429,3,1,4.64,2.00,172.59,3.97,2.03,199.63,-36.65,190.22,-35.42,1.00,99.00,99.00,
Intersection_1_001.trj,320.00,206.23,-37.50,0.00,4.50,2.00,4.66,2.20,-2.16,-2.16,1.71,0.00,6:00,rear end,2.96,172.60,431,3,1,10.22,2.50,172.60,2.46,0.50,206.23,-37.50,201.86,-36.93,439,3,1,3.75,1.99,172.60,4.66,1.71,218.21,-39.06,212.25,-38.28,1.00,99.00,99.00,
Intersection_1_001.trj,319.00,35.21,-70.67,0.00,3.70,3.00,2.84,1.49,-1.11,-1.11,0.88,0.00,6:00,rear end,1.96,82.34,104,5,3,4.66,2.27,82.34,1.35,0.62,35.21,-70.67,35.55,-68.17,105,5,3,3.75,1.99,82.34,2.84,0.88,34.04,-79.38,34.80,-73.70,1.00,99.00,99.00,
Intersection_1_001.trj,320.00,34.57,-75.41,0.00,5.00,3.00,3.04,1.32,-0.38,-7.37,0.72,0.00,5:59,rear end,2.45,82.34,105,5,3,3.75,1.99,82.34,1.73,0.72,34.57,-75.41,34.83,-73.50,106,5,3,4.40,2.04,82.34,3.04,0.60,33.21,-85.50,34.06,-79.18,1.00,99.00,99.00,
Intersection_1_001.trj,316.00,23.87,-137.48,0.00,0.00,0.00,10.70,8.29,-3.03,-3.03,6.23,-10.59,6:21,rear end,2.06,82.57,117,5,4,10.22,2.50,93.15,0.00,2.06,23.87,-137.48,23.87,-137.48,123,5,3,4.21,2.00,82.57,8.29,6.23,20.32,-182.58,25.34,-144.10,1.00,99.00,99.00,
Intersection_1_001.trj,317.00,40.42,-39.11,0.00,0.00,0.00,3.31,1.86,-0.93,-0.93,1.31,-31.27,7:03,lane change,1.78,99.15,114,5,3,7.93,2.55,113.61,1.41,0.55,40.98,-40.39,40.42,-39.11,115,5,2,4.21,2.00,82.34,2.91,1.31,40.80,-51.57,41.85,-43.78,1.00,99.00,99.00,
Intersection_1_001.trj,327.00,24.21,-132.17,0.00,0.00,0.00,5.10,1.72,-7.72,-7.72,1.26,-2.89,6:06,rear end,1.64,83.87,117,5,4,10.22,2.50,85.24,1.18,0.46,24.19,-132.33,24.21,-132.17,121,5,4,4.64,2.00,82.34,2.90,1.26,22.29,-144.26,23.05,-138.62,1.00,99.00,99.00,
Intersection_1_001.trj,307.00,23.87,-137.48,0.00,0.00,0.00,11.57,11.57,-1.17,-1.17,5.78,-8.22,6:16,rear end,5.78,84.93,117,5,4,10.22,2.50,93.15,0.00,5.78,23.87,-137.48,23.87,-137.48,122,5,2,10.22,2.50,84.93,11.57,5.78,21.07,-192.38,25.37,-143.97,1.00,99.00,99.00,
